CONFIG0001	true
LIVING0079	Δεν ξέρω αν τα καταφέρω γι'αυτό αφήνω αυτό το τελευταίο μύνημα ως απόδειξη για το τι έγινε εδώ. Σε όποιον το βρει... καλή τύχη.

; Look at table switch
LIVING0080	Αυτό πρέπει να ελέγχει το τραπέζι.
; Press table switch with mouth chasm open
LIVING0081	Δεν δουλεύει. Δεν μπορώ να κλείσω το στόμιο.
; Press table switch with mirror in place
LIVING0082	Δεν θα δουλέψει με τον καθρέφτη στη θέση του.

; Look at torso
LIVING0083	Αυτό το ψυγείο δεν θα πάει πουθενά με αυτό τον ανθρώπινο κορμό σφηνωμένο μέσα! Μακάρι να το 'χα αφήσει εκεί που ήταν!


; //////////////////////////////////////////////////////////////////////
; 06 - SLEEPING QUARTERS
; //////////////////////////////////////////////////////////////////////

; Room regions
SLEEPQ0001	Ντους
SLEEPQ0002	Μαλλιά
SLEEPQ0003	Καθρέφτης
SLEEPQ0004	Κουβέρτα
SLEEPQ0005	Σημείωμα
SLEEPQ0006	Δίσκος Βίντεο
SLEEPQ0007	Πόρτα

; Look at blanket
SLEEPQ0008	Μια ζεστή κουβέρτα.

; Look at video disc
SLEEPQ0009	Ένας γραμμένος δίσκος βίντεο.

; After nearly being sucked into space
SLEEPQ0010	Το διάστημα!; Τί στο διάβολο; Πού πήγε η παραλία?

; Try to go through door after being sucked out once
SLEEPQ0011	Δεν θέλω να ξαναπάω εκέι πέρα. Επέζησα παραλίγο την περασμένη φορά.
; Keep trying to go through door
SLEEPQ0019	Πιστεύω πραγματικά ότι δεν είναι καλή ιδέα.
; Keep trying to go through door
SLEEPQ0020	Εντάξει. Θα κάνω μια δοκίμη.

; Look into mirror
SLEEPQ0012	Αυτή είμαι. Καθόλου άσχημη παρ'όλο...

; Look at notes
SLEEPQ0013	Ένα σημείωμα γραμμένο στο χέρι. Παράξενο... οι ποιο πολλοί άνθρωποι χρησιμοποιούν υπολογιστές στις μέρες μας.

; After player been stabbed and wakes up in sleeping quarters
SLEEPQ0014	Τι στο διάβολο συνέβη;! Ήταν πραγματικότητα; Τί επίδραση έχει αυτό το μέρος πάνω μου?

; Look at head in the water
SLEEPQ0015	Είναι αυτό..? Έλα τώρα, μή μου πείς ότι αυτό είναι μαλλιά...
; After head cutscene
SLEEPQ0016	Ένα κομμένο κεφάλι!; Είναι ακόμα ζωντανό; ... Τί στο καλό σκέφτομαι;

; Look a at shower control panel
SLEEPQ0017	Αυτό ελέγχει το ντους και τις τουαλέτες.
; Open shower unit using panel while it is locked
SLEEPQ0018	Δεν αντιδρά.

; //////////////////////////////////////////////////////////////////////
; 07 - LAB
; //////////////////////////////////////////////////////////////////////

; Room regions
THELAB0001	Μικροσκόπιο
THELAB0002	Ασανσέρ
THELAB0003	Ηχείο
THELAB0004	Εργαλεία
THELAB0005	Πίνακας
THELAB0006	Σύστημα προβολής
THELAB0007	Βίντεο
THELAB0008	Μπαταρίες
THELAB0009	Κόφτης λέιζερ
THELAB0010	Νυστέρι
THELAB0011	Πιάτο δείγματος
THELAB0012	Πόρτα
THELAB0013	Τσεκούρι

; Can't see various objects while being tortured
THELAB0014	Δεν μπορώ να δω απο εδώ.
; Can't reach various objects while being tortured
THELAB0015	Δεν μπορώ να το φτασώ.

; Look at axe
THELAB0016	Κάποιος έχει σφηνώσει ένα τσεκούρι στο πίνακα ελέγχου του ασανσέρ.

; Look at batteries
THELAB0017	Είναι οι μπαταρίες για το βίντεο... αυτό ήταν φρικτό.

; Look at clean blackboard
THELAB0018	Ο πίνακας φαίνεται καθαρός. Πολύ δυσοίωνο αυτό.
; Look at marked blackboard
THELAB0019	Υπάρχουν κάτι παράξενες κιμωλιές στο πίνακα.
; Look at heavily marked blackboard
THELAB0020	Αυτή τη φιγούρα. Τη θυμάμαι... αλλά από πού;
; Wipe clean blackboard
THELAB0021	Ο πίνακας είναι ήδη καθαρός.
; Wipe marked blackboard
THELAB0022	Δεν θέλω να σβήσω τις κιμωλιές. Νομίζω ότι σημαίνουν κάτι.
; Examine fully marked blackboard (This is foreshadowing for the comedy ending)
THELAB0051	Αυτό είναι το τεχνούργημα. Τώρα το θυμάμαι. Είμαι σίγουρη ότι τα έχω δει όλα αυτά.
THELAB0052	Αλλά νιώθω ότι κάτι έρχεται. Κάτι διαφορετικό... κάτι εκπληκτικό!

; Look at elevator
THELAB0023	Αναρωτιέμαι πού οδηγεί;
; Use elevator
THELAB0024	Γαμώτο! Είναι χαλασμένο... Έχουν καταστρέψει τα πλήκτρα.

; Look at laser cutter
THELAB0025	Μπορεί να το φτάνω.
; On taking the cutter
THELAB0026	Α'στο διάολο! Έπιασα το κόφτη, αλλά δεν δουλεύει.

; Look at scalpel
THELAB0027	Ένα νυστέρι ιατρίου.

; Look at video player
THELAB0028	Αυτός φαίνεται πανάρχαιος εξοπλισμός. Παίζει βίντεο κασέτες.
; Look at video player while strapped down
THELAB0029	Άρχισε όταν έβαλα τη κασέτα στο βίντεο.
; Use video player
THELAB0030	Δεν μπορώ να κάνω τίποτα χωρίς κασέτα βίντεο.
; Use video player while strapped down
THELAB0031	Μακάρι να μπορούσα να σταματήσω τη κασέτα. Αυτό ίσως να πιάσει.
; After inserting tape into player
THELAB0032	Τί στο...;  Αυτή είμαι εγώ!
; After throwing cutter at video player
THELAB0033	Ανακατεύομαι... Τί στο διάβολο ήταν αυτό?
; Use video discs with video player
THELAB0050	Αυτό δεν παίζει δίσκους βίντεο. Παίζει παλιές βίντεο-κασέτες.	

; Look at projector system
THELAB0034	Μοιάζει με παλιό σύστημα προβολής. Νομίζω ότι είναι συνδεδεμένο με το βίντεο.
; Look at projector system while strapped down
THELAB0035	Προβάλει αυτή τη σιχαμένη σκήνη βασανιστηρίου από τη κασσέτα.
; Use projector system
THELAB0036	Δεν μπορώ να το κάνω να παίξει τίποτα από μόνο του. Μήπως πρέπει να δοκιμάσω το βίντεο;

; Look at sample dish
THELAB0037	Κάποιο δείγμα ιστού μέσα σε ένα πιάτο στεγανό. Έχει και μια ετικέτα.

; Look at scope
THELAB0038	Το αναγνωρίζω, είναι ένας προτοαναλυτής σeiρά 7777 Zentradi.
; Use scope
THELAB0039	Χρειάζομαι κάτι σαν πιάτο δείγματος για να το χρησιμοποιήσω.
; Use sample with scope
THELAB0040	Το αναγνωρίζω αυτό. Αυτός ο ιστός έχει ειδικά αποσπαστεί για να αποθηκεύτει ένα καθαρό δείγμα DNA.

; Look at speaker
THELAB0041	Ένα ηχείο. Θυμάμαι που είχα τέτοια ηχεία όταν ήμουν παιδί.
; Use speaker
THELAB0042	Δεν μπορώ να κάνω κάτι μ'αυτό.

; Look at tools
THELAB0043	Μια συλλογή ματωμένων και σκουριασμένων εργαλείων εργαστηρίου.
; Take tools
THELAB0044	Είναι σκουριασμένα σε όλη τους την επιφάνεια. Δεν νομίζω ότι θα μου είναι χρήσιμα σ'αυτή τη κατάσταση.

; Try to walk through welded door
THELAB0045	Είναι οξυγονοκολλημένη και δεν μπορώ να περάσω.
; Try to open welded door
THELAB0046	Θα χρειαστώ κάτι πολύ ισχυρό για να περάσω αυτη τη πόρτα.
; Look at welded door
THELAB0047	Η πόρτα έχει οξυγονοκολληθεί. Γιατί άραγε;
; Use axe on welded door
THELAB0048	Αυτό δεν θα κάνει τίποτα. Είναι μια πολύ παχιά πόρτα που έχει οξυγονοκολληθεί.
; Place explosives in front of welded door
THELAB0049	Έτσι. Τώρα αν μπορούσα να βρω ένα τρόπο να τους βάλω φωτιά...

; //////////////////////////////////////////////////////////////////////
; 08 - MEDBAY
; //////////////////////////////////////////////////////////////////////

; Room regions
MEDBAY0001	Κρεβάτι
MEDBAY0002	Βρώμικος τοίχος
MEDBAY0003	Ναι
MEDBAY0004	Όχι
MEDBAY0005	Πίνακας Ελέγχου
MEDBAY0006	Μονάδα Ντους
MEDBAY0007	Δίσκος Βίντεο
MEDBAY0008	Σώμα
MEDBAY0009	Λέιζερ
MEDBAY0010	Ασφράγιστο Κουτί
MEDBAY0011	Θάλαμος Ηλεκτρικού Ρεύματος
MEDBAY0012	Πόρτα
MEDBAY0013	Ερμάριο

; Eye box regions
MEDBAY0014	Το αφήνω
MEDBAY0015	Μάτια

; Filing cabinet regions
MEDBAY0016	Το αφήνω
MEDBAY0017	Συρτάρια
MEDBAY0018	Σπασμένο Συρτάρι
MEDBAY0019	Φάκελος

; Look at bed with full body
MEDBAY0020	Όλα τα μέρη είναι εδώ... αλλά δεν ξέρω καν γιατί άρχισα να τα μαζεύω. Αυτός ο άνδρας, σαν να κρυώνει.
; Look at bed with partial body
MEDBAY0021	Σαν τα μέλη του σώματος να προσαρμόζονται τέλεια στις αυλακώσεις.
; Look at bed with full body under blanket
MEDBAY0022	Με ταράζει λιγότερο με τη κουβέρτα επάνω του. Καλύτερα να τον αφήσω ήσυχο.
; Look at bed with nothing on it
MEDBAY0023	Είναι ένα κρεβάτι με καμένα σημάδια στο σχήμα ενός ανθρώπινου σώματος.
; Use bed with body parts on it
MEDBAY0024	Το κρεβάτι είναι ήδη πιασμένο.
; Use bed with nothing on it
MEDBAY0025	Και να το 'θελα δεν νομίζω ότι θα μπορούσα να κοιμηθώ.
; Use eyes on bed without head
MEDBAY0026	Δεν μπορώ να βάλω τα μάτια πουθενά. Τί στο διάβολο κάνω έτσι κι'αλλιώς?
; Complete body message #1
MEDBAY0027	Εντάξει, το ολοκλήρωσα!
; Complete body message #2
MEDBAY0028	... ... ... ... Δεν συνέβει τίποτα ...
; Complete body message #3
MEDBAY0029	Τί θα συνέβεναι έτσι κι'αλλιώς. Τί επίδραση έχει αυτό το μέρος επάνω μου; Γιατί έφερα όλα αυτά τα ανθρώπινα μέλη εδώ;
; Use blanket on complete body
MEDBAY0030	Έτσι φαίνεται πιο σεβάσμιο.
; Use blanket on incomplete body
MEDBAY0031	Δεν το συμπλήρωσα ακόμη.
; Use Dr Salt on complete body
MEDBAY0032	Ούτε ο Dr. Salt δεν μπορεί να τον βοηθήσει τώρα.
; Use Dr Salt on incomplete body
MEDBAY0033	Δεν θέλω να βρέξω τα σεντόνια.

; Look at body in quarantine chamber
MEDBAY0034	Αυτά τα ανθρώπινα μέλη... πώς έφτασαν εκεί?
; After players has become trapped in quarantine chamber
MEDBAY0035	Παγιδεύτηκα!
; Try to touch body in chamber
MEDBAY0036	Δεν μπορώ να μπω εκεί μέσα.

; Look at broken drawer
MEDBAY0037	Το σφράγισμα αυτού του συρταριού είναι σπασμένο.

; Look at locked drawer
MEDBAY0038	Τα περισσότερα συρτάρια είναι κλειδωμένα. Δεν υπάρχει κανένας φανερός τρόπος να τα σπάσω.
; Try to open locked drawer
MEDBAY0039	Είναι εκπληκτικά γερά. Αμφιβάλλω να μπορέσω να τα ανοίξω.
; Try to axe locked drawer
MEDBAY0040	Αυτό δεν θα τ'ανοίξει. Το μόνο που θα κάνω είναι να φθείρω την επιφάνεια.
; Try to scalpel locked drawer
MEDBAY0041	Δεν νομίζω ότι μπορώ να σπάσω μια κλειδαριά μ'αυτό.

; Look at brown envelope
MEDBAY0042	Ένας καφέ φάκελος που περιέχει κάτι.

; Look at power compartment
MEDBAY0043	Υπάρχει ένας θαλαμίσκος κάτω από τη μονάδα λέιζερ.
; Put batteries in compartment
MEDBAY0044	Μπήκαν. Το λέιζερ πρέπει να φορτοδοτήτε με ενέργεια τώρα.

; Look at video disc
MEDBAY0045	Ένας μαγνητοσκοπημένος δίσκος βίντεο.
; Try to take video disc in quarantine chamber
MEDBAY0046	Δεν μπορώ να μπω μέσα στο θάλαμο.

; Look at eyes in box
MEDBAY0047	Τί αηδία! Ποιό αρρωστήμενο μυαλό έβαλε μάτια σ'ένα σφραγισμένο κουτί?

; Look at filing cabinet
MEDBAY0048	Είναι ένα ερμάριο.

; Look at medical laser
MEDBAY0049	Είναι ένα λέιζερ ιατρίου.
; Try to fire laser into fridge
MEDBAY0050	Δεν θέλω να πετύχω αυτό το ψυγείο. Δεν ξέρω τί μπορεί να συμβεί, αλλά αμφιβάλλω να είναι κάτι καλό.
; Try to fire unpowered laser
MEDBAY0051	Δεν δουλεύει. Μάλλον η πηγή ενέργειας. 
; Box unsealed using laser
MEDBAY0052	Το λέιζερ έκοψε το σφράγισμα του κουτιού. Ελπίζω να μην χάλασε το περιεχόμενο, ότι και να 'ναι αυτό...

; Look at quarantine panel
MEDBAY0053	Πίνακας φωνητικού ελέγχου ο οποίος ελέγχει το δωμάτιο απομόνοσης.
; Use quarantine panel
MEDBAY0054	Καταλαβαίνει μόνο τη φωνή ενός εξουσιοδοτημένου γιατρού. Δεν θα μπορέσω να το κάνω να δουλέψει.
; Use head with quarantine panel
MEDBAY0055	Δεν νομίζω ότι θα μιλήσει. Μάλλον έχει πει ότι είχε να πει.

; Look at shower unit
MEDBAY0056	Ένα απλό ντους.
; Try to use shower unit
MEDBAY0057	Νομίζω ότι είναι σπασμένο. Δεν ανοίγει.
; Try to use shower unit from outside quarantie chamber
MEDBAY0058	Δεν μπορώ να μπω μέσα στο δωμάτιο.

; Look at opened metal box
MEDBAY0059	Το λέιζερ άνοιξε το κουτί πολύ ωραία.

; Look at wall in quarantine chamber
MEDBAY0060	Υπάρχει κάτι χαραγμένο στη βρώμα.
; SUBTITLE - Wall message 1
MEDBAY0061	Θέλεις να ξεφύγεις?
; SUBTITLE - Wall message 2
MEDBAY0062	Και να ρισκάρεις να μεταδόσεις την αρρώστια?
; SUBTITLE - Wall message 3
MEDBAY0063	Φύγε... Δέξου τις συνέπειες!

; //////////////////////////////////////////////////////////////////////
; 09 - BEACH
; //////////////////////////////////////////////////////////////////////

; Room regions
ABEACH0001	Πόρτα
ABEACH0002	Θάλασσα
ABEACH0003	Δάσος

; Look at forest
ABEACH0004	Αυτά είναι όντως παργματικά δέντρα... πώς γίνεται αυτό?
; Use forest
ABEACH0005	Δεν μπορώ να περάσω. Τα δέντρα είναι πολύ πυκνά.

; Look at sea
ABEACH0006	Αυτό φαίνεται σαν πραγματική θάλασσα. Τί συμβαίνει?
; Use sea #1
ABEACH0007	Πραγματικό νερό... Δεν μπορώ να καταλάβω την ύπαρξη όλων αυτών. Βρισκόμουν σε μια διαστημική βάση...
; Use sea #2
ABEACH0008	Μπορεί να μπορέσω να ξεφύγω κολυμπώντας, αλλά δεν φαίνεται γή στον ορίζοντα.


; //////////////////////////////////////////////////////////////////////
; 10 - FAN ROOM
; //////////////////////////////////////////////////////////////////////

; Room regions
THEFAN0001	Αεραγωγός
THEFAN0002	Μηχανή αλέσεως
THEFAN0003	Πόρτα

; Look at grinder
THEFAN0004	Είναι μια παραμορφομένη μηχανή αλέσεως.
; Touch grinder
THEFAN0005	Είναι αισχρό, τί είναι αυτό το πράγμα?

; Walk into sealed vent
THEFAN0006	Είναι σφραγισμένος, δεν μπορώ να το ανοίξω.
; Look at vent
THEFAN0007	Αναρωτιέμαι αν αυτός ο αεραγωγός μπορεί να με οδηγήσει κάτω, πίσω από το ασανσέρ.
; Use vent
THEFAN0008	Δεν μπορώ να βγάλω το πορτάκι.
; Use axe on vent
THEFAN0009	Ούτε το τσεκούρι δεν του κάνει τίποτα.


; //////////////////////////////////////////////////////////////////////
; 11 - THE WHITE CHAMBER
; //////////////////////////////////////////////////////////////////////

; Room regions
WCHAMB0001	Φρέαρ
WCHAMB0002	Τεχνούργημα
WCHAMB0003	Σώμα
WCHAMB0004	Εξοπλισμός

; Look at artefact
WCHAMB0005	Αυτό είναι τελικά. Αυτό είναι το τεχνούργημα. Δεν ξέρω τι να πώ.
; Touch artefact
WCHAMB0006	Είναι ζεστό και δονείται. Δεν μοιάζει σαν μηχανή.

; Look at body before endgame
WCHAMB0007	Το πρόσωπό του... τον καμόμοιρο! Τί στο διάβολο του συνέβει?
; Look at body after endgame
WCHAMB0008	Εγώ το έκανα... Τον σκότωσα! Απελευθέρωσα μία τοξίνη εδώ μέσα και τον κοίταζα να πεθαίνει. Ήταν ο μόνος που είχε απομήνει και σ'αυτό το σημείο φαινόταν τόσο εύκολο να φέρω ένα τέλος στη ζωή του.
; End game text #01
WCHAMB0009	Γεια σου Σάρα. Να 'μαστε και πάλι. Η περιστάσεις είναι αντίστροφες τώρα απ'ότι φαίνεται. Την τελευταία φόρα θυμάμαι να ήμουν εγώ ο παγιδευμένος εκεί μέσα, ελπίζοντας για οίκτος εκ μέρους σου.
; End game text #02
WCHAMB0010	Σε νοιαζόμουν, πίστεψα τα ψεύτικα χαμόγελά σου. Και γι'αυτό κατέληξα σ'αυτό το πράγμα που κείτεται στο πάτωμα.
; End game text #03
WCHAMB0011	Αρχίζεις να καταλαβαίνεις τώρα Σάρα; Καταλαβαίνεις τί μου έκανες... τί έκανες σε όλους μας; τι τιμή που πληρώσαμε εξ'αιτίας του πάθους σου γι'αυτό.
; End game text #04
WCHAMB0012	Χμ, τελικά μπορώ να πω ότι κατάφερα αυτό που δεν μπόρεσες εσύ. Το τεχνούργημα αντίδρασε σ'εμένα. Το αίμα μου, το μίσος μου και η λαχτάρα μου για τιμώρηση το ενεργοποίησαν.
; End game text #05
WCHAMB0013	Απελευθέρωσα την ενέργεια για την οποία σκότωνες, και τώρα είμαστε κι'οι δύο παγιδευμένοι σ'αυτό το καταραμένο βάφλο κύκλο. Ένας αιώνιος εφιάλτης που συνεχίζεται ατέλειωτα μέχρι να κερδίσεις τη σωτηρία σου.
; End game text #06
WCHAMB0014	Εγώ θα είμαι ο δικαστής σου. Και κοιτάζοντας μέσα στη ψυχή σου, σου δώθηκε μία άλλη ευκαιρία να εξαγοράσεις τις πράξεις σου.
; End game text #07
WCHAMB0015	Απόδειξες όμως συμπόνια, μετάνοιωσες; Ή ακόμα για μια φορά έτρεξες εγωιστικά προς τον στόχο σου;
; End game text #08
WCHAMB0016	Μέχρι την απόφαση, θα θυμηθείς... θα θυμηθείς ότι έκανες σε 'μένα.
; End game text #09
WCHAMB0017	Έγινε. Γυρίσαμε το κύκλο πίσω, εκεί που όλα αρχίζουν και τελειώνουν. Αποφασίσαμε. Το μόνο που απομένει για σένα είναι να φύγεις... τώρα!
; End game text #10
WCHAMB0018	Το σωστικό σκάφος στην αποθήκη απελευθερώθηκε και μέσα του θα βρεις την απόφασή μας. Στο δρόμο του γυρισμού σου θα τα θυμηθείς όλα. Ότι έκανες για να αξίζεις αυτό.
; End game text #11
WCHAMB0019	Γειά σου Σάρα... Ελπίζω να μην ξανασυναντηθούμε.
; Optional end game text. Only shown if player has good ending
WCHAMB0025	Έχω αλλάξει τη τροχιά της βάσης. Θα πέσει στο κοντινότερο πλανήτη σε λιγότερο απο μία ώρα.
; Touch body after endgame
WCHAMB0020	Είναι ακόμα ζεστός. Δεν μπορώ να τον κουνήσω. Είναι σαν το αίμα του να έχει συγχωνεύσει με το τεχνούργημα. Δεν μπορώ να πιστέψω ότι πραγματικά το έκανα αυτό.

; Look at equipment #1
WCHAMB0021	Αυτή η μηχανή δείχνει να παρακολουθεί κάθε παραγωγή του τεχνουργήματος.
; Use equipment #1
WCHAMB0022	Το τεχνούργημα εκπέμπει μια παράξενη ραδιενέργεια.

; Look at equipment #2
WCHAMB0023	Αυτή η συσκευή εκτελεί μια δομική ανάλυση εκ βάθος.
; Use equipment #2
WCHAMB0024	Δεν φαίνεται να παράγει κανένα σοβαρό πόρισμα.

; //////////////////////////////////////////////////////////////////////
; 12 - NAVIGATION ROOM (BLEEDING)
; //////////////////////////////////////////////////////////////////////

; Room regions
NBLEED0001	Πλάσμα

; //////////////////////////////////////////////////////////////////////
; 13 - MED BAY (DROID)
; //////////////////////////////////////////////////////////////////////

; Action descriptions (chamber refers to quarantine chamber)
MEDBDR0001	Ανοίγω τη πόρτα
MEDBDR0002	Ανοίγω το θάλαμο
MEDBDR0003	Σβήνω τη φωτιά

; Droid responses
MEDBDR0004	Δεν είμαι εξουσιοδοτημένο να σπάσω μια φραγή απομόνοσης.
MEDBDR0005	Η μόναδα δεν είναι εξοπλισμένη με πυροσβεστήρα.
MEDBDR0006	Η πόρτα έχει σφραγιστεί λόγω πυρκαγιάς.

; //////////////////////////////////////////////////////////////////////
; 14 - LIVING ROOM (GRATED)
; //////////////////////////////////////////////////////////////////////

; Room regions
LGRATE0001	Πόρτα

; //////////////////////////////////////////////////////////////////////
; 15 - CORRIDOR
; //////////////////////////////////////////////////////////////////////

; Room regions
CORRID0001	Πέρασμα
CORRID0002	Μάτι
CORRID0003	Σώμα

; Look at body
CORRID0004	Ένα αποκεφαλισμένο σώμα... είναι... σταυρωμένο ανάποδα... Στη κόλαση είμαι;
; Try to touch body
CORRID0005	Ευτυχώς που υπάρχουν τα σίδερα αναμεσά μας.

; Look at eye
CORRID0006	Γαμώτο... εδώ θα πεθάνω;
; Try to touch eye
CORRID0007	Μην με πλησιάζεις σ'αυτό το ματωμένο πράγμα!

; //////////////////////////////////////////////////////////////////////
; 16 - COMPUTER ROOM (BLOODY)
; //////////////////////////////////////////////////////////////////////

; Room regions
CBLOOD0001	Σωλήνας
CBLOOD0002	Μπράτσο
CBLOOD0003	Πόρτα
CBLOOD0004	Πίνακας
CBLOOD0005	Ανθρώπινα Σώμα

; Look at severed arm
CBLOOD0006	Ένα κομμένο μπράτσο.
; Take severed arm
CBLOOD0007	Κι'άλλο μπράτσο. Απόλυτα αρρωστημένη κατάσταση...

; Look at body chamber
CBLOOD0008	Κάποιος είναι παγιδευμένος εκεί μέσα. Μακάρι να μπορούσα να σπάσω το θάλαμο.
; Break body chamber
CBLOOD0009	Είναι πολύ γερό για να το σπάσω με το χέρι.
; Axe body chamber
CBLOOD0010	Γαμώτο, ο θάλαμος μάλλον είναι ενισχυμένος.

; Look at cleaning control
CBLOOD0011	Αυτό ελέγχει το σύστημα επείγοντος καθαρισμού της δεξαμενής.
; After control used #1
CBLOOD0012	Ωχ! Εγώ προσπαθούσα να τον βοηθήσω... Λυπάμαι πολύ...
; After control used #2
CBLOOD0013	Κάτι σαν σφηνώθηκε στις σωληνώσεις. Τί έκανα?
; Use control after body flushed
CBLOOD0014	Η δεξαμενή είναι άδεια τώρα, δεν υπάρχει λόγος να τη καθαρίσω.

; Look at pipe with arm in it
CBLOOD0015	Έχει ένα μπράτσο σφηνωμένο, πρέπει να'ναι αυτού του τύπου. Γιατί αισθάνομαι ότι αυτό δεν έγινε τυχαία?
; Try to break pipe with hands
CBLOOD0016	Δεν μπορώ να σπάσω το σωλήνα με τα χέρια.

; //////////////////////////////////////////////////////////////////////
; 17 - NAVIGATION ROOM (CHASM)
; //////////////////////////////////////////////////////////////////////

; Room regions
NCHASM0001	Χάσμα
NCHASM0002	Πόρτα

; Look at chasm
NCHASM0003	Δεν μπορώ να δω τον πάτο! Πού στο διάβολο βρίσκομαι?
; Use chasm
NCHASM0004	Δεν διακινδυνεύω να κατεβώ εκεί κάτω.

; //////////////////////////////////////////////////////////////////////
; 18 - FREEZER
; //////////////////////////////////////////////////////////////////////

; Room regions
FREEZE0001	Κρέας κρεμάμενο
FREEZE0002	Καταψύκτης
FREEZE0003	Πόρτα
FREEZE0004	Πόδι
FREEZE0005	Παγιδευμένο Σώμα
FREEZE0006	Κατεψυγμένος Άνθρωπος

; Look at closed freezer
FREEZE0007	Είναι μια μεγάλη μονάδα κατάψυξης.
; On opening freezer and finding shivering body inside
FREEZE0008	Τί στο διάβολο?

; Look at leg
FREEZE0009	Ένα πόδι εξέχει μέσα από το ότι στο διάβολο είναι αυτό.
; Try to take leg
FREEZE0010	Αν θελήσω να πάρω το πόδι... θα χρειαστεί να το κόψω.
; Try to scalpel leg
FREEZE0011	Όχι, δεν θα μπορέσει να διαπεράσει το κόκαλο.
; Axe leg off
FREEZE0012	Τέλεια... τώρα έχω ένα κομμένο πόδι.

; Look at freezing man
FREEZE0013	Φαίνεται σαν να παγώνει από το κρύο. Ίσως να μπορώ να τον ζεστάνο?
; Use blanket on man
FREEZE0014	Καλή σκέψη, αλλά δεν νομίζω να τον βοηθήσει σ'αυτή τη κατάσταση που βρίσκεται.
; Use dr salt on man
FREEZE0015	Είναι ήδη αρκετά παγωμένος. Δεν νομίζω να χρειάζεται ένα δροσερό αναψυκτικό τώρα.
; After player has touchd man and room has transformed
FREEZE0016	Θεέ μου, αυτό είναι απερίγραπτο.

; Look at meat
FREEZE0017	Φρέσκο κρεμάμενο κρέας. Μοιάζει να'ναι σχετικά φαγώσιμο.
; Try to take meat
FREEZE0018	Πρέπει να'ναι βαρύτερο από εμένα. Έτσι κι'αλλιώς δεν μ'αρέσει το ωμό κρέας.
; Axe down meat
FREEZE0019	Έτσι μάλλον θα μπορέσω να ρίξω το κρέας αλλά δεν θέλω να το κουβαλάω μαζί μου.
; Use scalpel on meat
FREEZE0020	Αν πεινάσω αργότερα ίσως να μπορέσω να κόψω ένα κομμάτι με το νυστέρι. Τώρα όμως δεν θέλω να φάω τίποτα.

; Look at trapped corpse
FREEZE0021	Σαν ένας άνθρωπος να'ναι παγιδευμένος κάτω από αυτό το σεντόνι. Ελπίζω γι'αυτόν να είναι ήδη πεθαμένος.
; Touch trapped corpse
FREEZE0022	Από τί είναι φτιαγμένο? Δεν μοιάζει για πλαστικό.
; Axe trapped corpse
FREEZE0023	Ακόμα και το τσεκούρι δεν μπορεί να το σκίσει. Πολύ παράλογο.
; Use scalpel on meat
FREEZE0024	Το νυστέρι ούτε καν που το γρατζουνάει. Δεν μπορώ να καταλάβω από τί υλικό είναι αυτό το σεντόνι.


; //////////////////////////////////////////////////////////////////////
; 19-26 - NORMAL STATION ROOMS
; //////////////////////////////////////////////////////////////////////

; Room regions
NORMAL0001	Πόρτα
NORMAL0002	Έλικας
NORMAL0018	Πέρασμα
NORMAL0005	Ντους
NORMAL0009	Κονσόλα
NORMAL0013	Πίνακας δαπέδου
NORMAL0017	Σκάφος Διάσωσης

; Look at fan
NORMAL0003	Έριξα τον Δρ. Γκούντγουιν στον έλικα. Δεν χρειαζόταν να φτάσω μέχρι εκεί αλλά ήμουν σίγουρη ότι με παρακολουθούσε. Προσπαθούσε να πείσει τον Διοικητή να εκτοξεύσει το τεχνούργημα στο διάστημα.
; Touch fan
NORMAL0004	Μετά από αυτό που έκανα στον Γκούντγουιν, θα ήμουν χαζή να το πλησιάσω.

; Look at shower #1
NORMAL0006	Ο Διοικητής Τρεντ δεν μου άφησε πολλές εκλογές. Είχαμε πια μείνει εγώ, αυτός και ο Αρθούρος. Δεν εμπιστευόταν τον κατάσκοπο αλλά δεν πίστευε ότι ήταν αυτός ο δολοφόνος.
; Look at shower #2
NORMAL0007	Νομίζω ότι κάτι κατάλαβε στο βλέμα μου... Γι'αυτό πήρα το δικό του.
; Touch shower
NORMAL0008	Δεν θέλω να κοιτάξω μέσα.

; Look at console #1
NORMAL0010	Ο Ντικ Λι ήταν ο πρώτος. Ήταν ο βοηθός ερευνητής μου. Πίστευε ότι το τεχνούργημα ήταν πολύ επικίνδυνο για να δουλεύουμε πάνω του μόνοι μας.
; Look at console #2
NORMAL0011	Μαλώναμε γιατί ήθελε μια ομάδα υποστήριξης. Του είπα ότι μπορούσε να τα καταφέρει μόνος του. Δεν το ήθελα... Το 'ξερα ότι ποτέ δεν θα με καταλάβαιναν.
; Touch shower
NORMAL0012	Δεν θα ήθελα να δω τα απομεινάρια του αν βρίσκονται ακόμα εκεί.

; Look at floor panel #1
NORMAL0014	Ο Γουάιλς τσέκαριζε τα αρχεία βίντεο όταν τον βρήκα. Ήταν φανερό με το πως φερόταν ότι είχε βρει το πτώμα του Ντικ στην κονσόλα πλοήγησης.
; Look at floor panel #2
