CONFIG0001	true
MEDBAY0018	Gaveta Quebrada
MEDBAY0019	Envelope

; Look at bed with full body
MEDBAY0020	Bem, está tudo aí... mas em primeiro lugar, nem imagino porque fiz isso. Ele parece frio.
; Look at bed with partial body
MEDBAY0021	As partes do corpo parecem servir perfeitamente nos sulcos.
; Look at bed with full body under blanket
MEDBAY0022	Fica menos perturbador com o cobertor sobre ele. Talvez deva deixá-lo em paz.
; Look at bed with nothing on it
MEDBAY0023	É uma cama com marcas de queimado na forma de um corpo.
; Use bed with body parts on it
MEDBAY0024	A cama já está ocupada.
; Use bed with nothing on it
MEDBAY0025	Acho que eu não conseguiria dormir, mesmo se quisesse.
; Use eyes on bed without head
MEDBAY0026	Não há aonde fixar os olhos. Mas o que diabos estou fazendo?
; Complete body message #1
MEDBAY0027	Feito, está completo!
; Complete body message #2
MEDBAY0028	... ... ... ... Nada está acontecendo ...
; Complete body message #3
MEDBAY0029	Não sei por oque eu esperava. O que esse lugar está fazendo comigo? Porque eu juntei todas esses pedaços de corpo aqui?
; Use blanket on complete body
MEDBAY0030	Pronto, assim fica mais respeitoso.
; Use blanket on incomplete body
MEDBAY0031	Ainda não está pronto.
; Use Dr Salt on complete body
MEDBAY0032	Nem mesmo Dr. Salt pode ajudá-lo agora.
; Use Dr Salt on incomplete body
MEDBAY0033	Não quero molhar as folhas.

; Look at body in quarantine chamber
MEDBAY0034	Essas partes de corpo... como vieram parar aqui?
; After players has become trapped in quarantine chamber
MEDBAY0035	Estou aprisionada!
; Try to touch body in chamber
MEDBAY0036	Não consigo entrar lá.

; Look at broken drawer
MEDBAY0037	O selo desta gaveta está quebrado.

; Look at locked drawer
MEDBAY0038	A maioria destas gavetas está trancada. Não vejo nenhuma maneira óbvia de destrancá-las.
; Try to open locked drawer
MEDBAY0039	São surpreendentemente fortes. Duvido que consigar forçá-las a abrir.
; Try to axe locked drawer
MEDBAY0040	Isso não irá abrí-las. Só vou acabar danificando a superfície.
; Try to scalpel locked drawer
MEDBAY0041	Eu acho que a trava é um pouco mais segura que isso.

; Look at brown envelope
MEDBAY0042	Um envelope marrom com algo dentro.

; Look at power compartment
MEDBAY0043	Já um compartimento dentro da unidade laser.
; Put batteries in compartment
MEDBAY0044	Funcionou, o laser deve estar energizado agora.

; Look at video disc
MEDBAY0045	Um video disc gravado.
; Try to take video disc in quarantine chamber
MEDBAY0046	Não consigo entrar na câmara.

; Look at eyes in box
MEDBAY0047	Isso é nojento! Que tipo de desgraçado doentio guarda olhos em uma caixa?

; Look at filing cabinet
MEDBAY0048	É um fichário.

; Look at medical laser
MEDBAY0049	É um laser médico.
; Try to fire laser into fridge
MEDBAY0050	Não quero arriscar acertar no refrigerador. Não sei o que aconteceria, mas duvido que seria algo bom.
; Try to fire unpowered laser
MEDBAY0051	Não está funcionando. Pode ser a fonte de energia. 
; Box unsealed using laser
MEDBAY0052	O laser cortou através do selo na caixa. Espero que não tenha danificado o conteúdo. O que quer que seja...

; Look at quarantine panel
MEDBAY0053	Painel controlado por voz que opera a câmara de quarentena.
; Use quarantine panel
MEDBAY0054	Só irá responder a voz de um médico autorizado. Nunca conseguirei fazer funcionar.
; Use head with quarantine panel
MEDBAY0055	Parece que não vai falar. Suponho que já tenha dito o que tinha para dizer.

; Look at shower unit
MEDBAY0056	É uma unidade chuveiro, normal.
; Try to use shower unit
MEDBAY0057	Acho que está estragada. Não consigo abrir.
; Try to use shower unit from outside quarantie chamber
MEDBAY0058	Não consigo entrar na câmara

; Look at opened metal box
MEDBAY0059	O laser cortou perfeitamente a abertura da caixa.

; Look at wall in quarantine chamber
MEDBAY0060	Há alguma coisa gravada na sujeira.
; SUBTITLE - Wall message 1
MEDBAY0061	Você deseja sair?
; SUBTITLE - Wall message 2
MEDBAY0062	E arriscar espalhar a doença?
; SUBTITLE - Wall message 3
MEDBAY0063	Saia... Aceite as conseqüências!

; //////////////////////////////////////////////////////////////////////
; 09 - BEACH
; //////////////////////////////////////////////////////////////////////

; Room regions
ABEACH0001	Porta
ABEACH0002	Mar
ABEACH0003	Floresta

; Look at forest
ABEACH0004	São mesmo árvores de verdade... mas como é possível?
; Use forest
ABEACH0005	Não acho um caminho através. As árvores são muito densas.

; Look at sea
ABEACH0006	Parece mesmo o mar, de verdade. O que está acontecendo?
; Use sea #1
ABEACH0007	A sensação é de água de verdade... Não entendo como algo assim é possível. Eu estava em uma estação espacial...
; Use sea #2
ABEACH0008	Talvez eu consiga nadar para longe daqui, mas não há nada ao redor para nadar até lá.


; //////////////////////////////////////////////////////////////////////
; 10 - FAN ROOM
; //////////////////////////////////////////////////////////////////////

; Room regions
THEFAN0001	Abertura
THEFAN0002	Pá
THEFAN0003	Porta

; Look at grinder
THEFAN0004	São pás retorcidas.
; Touch grinder
THEFAN0005	Está coberto de porcaria, o que é esse material?

; Walk into sealed vent
THEFAN0006	Está selado, não consigo passar.
; Look at vent
THEFAN0007	Imagino se essa abertura pode me levar para baixo do elevador.
; Use vent
THEFAN0008	Não consigo remover o painel.
; Use axe on vent
THEFAN0009	Nem mesmo o machado a arranha.


; //////////////////////////////////////////////////////////////////////
; 11 - THE WHITE CHAMBER
; //////////////////////////////////////////////////////////////////////

; Room regions
WCHAMB0001	Eixo
WCHAMB0002	Artefato
WCHAMB0003	Corpo
WCHAMB0004	Equipamento

; Look at artefact
WCHAMB0005	Então é isso. Este é o artefato. Nem sei o que dizer.
; Touch artefact
WCHAMB0006	Está quente e vibrando. Não se parece com uma máquina.

; Look at body before endgame
WCHAMB0007	Sua face... pobre cara! Que diabos terá acontecido com ele?
; Look at body after endgame
WCHAMB0008	Eu fiz isso... Eu o matei! Eu liberei uma toxina aqui e assisti ele morrer. Ele foi o último que restou, e naquela altura pareceu fácil acabar com a vida dele.

; End game text #01
WCHAMB0009	Olá Sarah. Então aqui estamos nós de novo. Mas parece que a situação se inverteu desta vez. Pelo que lembro, da última vez era eu trancado aí implorando por misericórdia.
; End game text #02
WCHAMB0010	Eu me preocupei com você, eu caí em seus sorrisos falsos. Por causa disso, essa bagunça aí no chão é o que me tornei.
; End game text #03
WCHAMB0011	Você está começando a entender agora, Sarah? O que você fez comigo... o que você fez com todos nós? O preço que pagamos por sua obsessão com esse poder.
; End game text #04
WCHAMB0012	Hmph, ao menos posso dizer que fiz aquilo que você não conseguiu. O artefato respondeu à mim. Meu sangue, meu ódio e meu desejo de vingança o ativou.
; End game text #05
WCHAMB0013	Eu libertei o poder pelo qual você matou, e agora ambos estamos aprisionados neste ciclo amaldiçoado. Um pesadelo eterno, que continua interminavelmente até que você mereça a salvação.
; End game text #06
WCHAMB0014	Eu sou seu juiz. E eu tenho olhado em sua alma. Foi dada outra chance para que talvez você possa redimir-se suas ações.
; End game text #07
WCHAMB0015	Dada a página em branco para você reescrever, você demonstrou compaixão ou arrependimento? Ou mais uma vez você demonstrou uma busca egoísta ao seu objetivo?
; End game text #08
WCHAMB0016	Enquanto chegamos a um veredito, você deve relembrar... relembrar o que aconteceu comigo.
; End game text #09
WCHAMB0017	Está pronto. Demos a volta completa e estamos de volta aonde isto começa e termina. Nós já decidimos. Tudo que resta a você é partir... agora!
; End game text #10
WCHAMB0018	A cápsula salva-vidas na sala de armazenagem foi destrancada, e dentro dela você irá encontrar nosso decreto. Em seu caminho, você irá lembrar-se de tudo. Tudo que você fez para merecer isso.
; End game text #11
WCHAMB0019	Adeus Sarah... Espero nunca mais termos de nos encontrar de novo.
; Optional end game text. Only shown if player has good ending
WCHAMB0025	Eu mudei a órbita da estação. Ela irá colidir com o planeta mais próximo em uma hora.
; Touch body after endgame
WCHAMB0020	Ele ainda está quente. Não consigo movê-lo. É como se seu sangue estivesse fundido ao artefato. Eu não acredito que realmente fiz isso.

; Look at equipment #1
WCHAMB0021	Esta máquina parece estar monitorando o artefato.
; Use equipment #1
WCHAMB0022	Parecem haver algumas leituras de radiação bastante estranhas vindo do artefato.

; Look at equipment #2
WCHAMB0023	Este dispositivo está executando uma análise estrutural profunda.
; Use equipment #2
WCHAMB0024	Pare não estar produzindo nenhum resultado concreto.

; //////////////////////////////////////////////////////////////////////
; 12 - NAVIGATION ROOM (BLEEDING)
; //////////////////////////////////////////////////////////////////////

; Room regions
NBLEED0001	Criatura

; //////////////////////////////////////////////////////////////////////
; 13 - MED BAY (DROID)
; //////////////////////////////////////////////////////////////////////

; Action descriptions (chamber refers to quarantine chamber)
MEDBDR0001	Abrir Porta
MEDBDR0002	Abrir Câmara
MEDBDR0003	Extinguir Fogo

; Droid responses
MEDBDR0004	Não autorizado a romper lacre de quarentena.
MEDBDR0005	Unidade não equipada com supressor de fogo.
MEDBDR0006	A porta foi selada devido ao perigo de incêndio.


; //////////////////////////////////////////////////////////////////////
; 14 - LIVING ROOM (GRATED)
; //////////////////////////////////////////////////////////////////////

; Room regions
LGRATE0001	Porta

; //////////////////////////////////////////////////////////////////////
; 15 - CORRIDOR
; //////////////////////////////////////////////////////////////////////

; Room regions
CORRID0001	Passagem
CORRID0002	Olho
CORRID0003	Corpo

; Look at body
CORRID0004	Um corpo decapitado... ele está... crucificado de cabeça pra baixo... Estou no inferno?
; Try to touch body
CORRID0005	Fico contente de ter uma cerca mantendo-o longe de mim.

; Look at eye
CORRID0006	Merda... será que vou morrer aqui?
; Try to touch eye
CORRID0007	Mantenha essa coisa sangrenta longe de mim! 

; //////////////////////////////////////////////////////////////////////
; 16 - COMPUTER ROOM (BLOODY)
; //////////////////////////////////////////////////////////////////////

; Room regions
CBLOOD0001	Cano
CBLOOD0002	Braço
CBLOOD0003	Porta
CBLOOD0004	Painel
CBLOOD0005	Corpo

; Look at severed arm
CBLOOD0006	Um braço serrado.
; Take severed arm
CBLOOD0007	Outro braço. Isso é completamente doentio...

; Look at body chamber
CBLOOD0008	Há alguém preso lá. Se ao menos eu pudesse abrir a câmara.
; Break body chamber
CBLOOD0009	É muito forte para abrir com as mãos.
; Axe body chamber
CBLOOD0010	Droga, a câmara deve ser reforçada.

; Look at cleaning control
CBLOOD0011	Este é o controle de emergência do sistema de limpeza do tanque.
; After control used #1
CBLOOD0012	Merda! Eu estava tentando ajudá-lo... lamento muito...
; After control used #2
CBLOOD0013	Parece que algo ficou trancado nos tubos. O que eu fiz?
; Use control after body flushed
CBLOOD0014	O tanque está vazio agora, não há sentido em limpá-lo.

; Look at pipe with arm in it
CBLOOD0015	Há um braço preso lá, deve fazer parte daquele cara. Porque eu tenho a sensação de que não é uma coincidência?
; Try to break pipe with hands
CBLOOD0016	Eu não consigo abrir o tubo com as mãos.

; //////////////////////////////////////////////////////////////////////
; 17 - NAVIGATION ROOM (CHASM)
; //////////////////////////////////////////////////////////////////////

; Room regions
NCHASM0001	Abismo
NCHASM0002	Porta

; Look at chasm
NCHASM0003	Não consigo ver o fundo! Aonde diabos eu estou?
; Use chasm
NCHASM0004	Não vou arriscar descer lá.

; //////////////////////////////////////////////////////////////////////
; 18 - FREEZER
; //////////////////////////////////////////////////////////////////////

; Room regions
FREEZE0001	Carne Dependurada
FREEZE0002	Freezer
FREEZE0003	Porta
FREEZE0004	Perna
FREEZE0005	Corpo Aprisionado
FREEZE0006	Homem Congelado

; Look at closed freezer
FREEZE0007	É uma enorme unidade de refrigeração.
; On opening freezer and finding shivering body inside
FREEZE0008	Mas que diabos?

; Look at leg
FREEZE0009	Há uma perna saindo para fora do que quer que aquilo seja.
; Try to take leg
FREEZE0010	Se eu quiser a perna... terei que cortá-la fora.
; Try to scalpel leg
FREEZE0011	Não, não vai conseguir serrar o osso.
; Axe leg off
FREEZE0012	Ótimo... agora eu tenho uma perna serrada.

; Look at freezing man
FREEZE0013	Parece que ele está congelando. E se talvez eu pudesse aquecê-lo?
; Use blanket on man
FREEZE0014	Uma boa idéia, mas provavelmente não o ajudaria agora.
; Use dr salt on man
FREEZE0015	Ele parece gelado o suficiente. Não acho que um refrigerante gelado seja o que ele precisa.
; After player has touchd man and room has transformed
FREEZE0016	Oh meu Deus, isto está além das palavras.

; Look at meat
FREEZE0017	Carne fresca dependurada. Parece vagamente comestível.
; Try to take meat
FREEZE0018	Essa coisa provavelmente é mais pesada que eu. E de qualquer forma, carne crua não faz meu tipo.
; Axe down meat
FREEZE0019	Isso provavelmente traria abaixo o pedaço de carne, mas eu realmente não quero carregá-lo comigo.
; Use scalpel on meat
FREEZE0020	Talvez, se eu estiver com fome mais tarde, eu posso usar o bisturi para cortar um belo pedaço. Mas agora eu definitivamente não quero.

; Look at trapped corpse
FREEZE0021	Parece um corpo preso sob aquela folha. Espero, para o bem dele, que já esteja morto.
; Touch trapped corpse
FREEZE0022	Do que isso é feito? Não parece ser de plástico.
; Axe trapped corpse
FREEZE0023	Até mesmo o machado não poderá abrí-lo. Não faz sentido.
; Use scalpel on meat
FREEZE0024	O bisturi nem sequer o arranhou. Não consigo imaginar de que esse papel é feito.


; //////////////////////////////////////////////////////////////////////
; 19-26 - NORMAL STATION ROOMS
; //////////////////////////////////////////////////////////////////////

; Room regions
NORMAL0001	Porta
NORMAL0002	Ventilador
NORMAL0018	Passagem
NORMAL0005	Chuveiro
NORMAL0009	Console
NORMAL0013	Painel de Chão
NORMAL0017	Bote Salva-vidas

; Look at fan
NORMAL0003	Eu joguei o Dr. Goodwin no ventilador. Eu não precisava ter feito isso, mas eu tinha certeza que ele estava atrás de mim. Ele ficava pedindo ao Comandante que ejetase o artefato.
; Touch fan
NORMAL0004	Depois do que eu fiz com o Goodwin, seria tolice chegar mais perto.

; Look at shower #1
NORMAL0006	O Comandante Trend me deu poucas escolhas. Haviam restado apenas eu, ele e o Arthur. Ele não confiava no espião, mas também não acreditava que ele era o assassino.
; Look at shower #2
NORMAL0007	Eu acho que ele viu em meus olhos... Então eu peguei os dele.
; Touch shower
NORMAL0008	Não quero olhar aí dentro.

; Look at console #1
NORMAL0010	Dick Lee foi o primeiro. Ele era meu assistente de pesquisa. Ele achou que o artefato era muito perigoso para trabalharmos nele sozinhos.
; Look at console #2
NORMAL0011	Nós discutimos porque ele queria uma equipe de apoio. Eu lhe disse que nós dávamos conta. Eu não quiz dizer... Eu sabia que eles nunca entenderiam.
; Touch shower
NORMAL0012	Eu não conseguirei encarar os restos dele se ainda estiverem aí.

; Look at floor panel #1
NORMAL0014	Wyles estava checando os logs de vídeo quando eu o peguei. Era óbvio que ele havia encontrado o corpo do Dick no console.
; Look at floor panel #2
NORMAL0015	O Dick foi um acidente, eu acho que foi quando as coisas sairam de controle. Tudo em que eu conseguia pensar era no maldito artefato.
; Touch floor panel
NORMAL0016	Agora é tarde. Eu não quero ver o que há aí embaixo.

; //////////////////////////////////////////////////////////////////////
; 27 - STORE ROOM (MES)
; //////////////////////////////////////////////////////////////////////

; Room regions
STOMES0001	Esquerda
STOMES0002	Explosivo
STOMES0003	Porta
STOMES0004	Console MES
STOMES0005	Saída

; Look at console
STOMES0006	É O CONSOLE MES QUE ESTOU JOGANDO.
; Use console
STOMES0007	NÃO CONSIGO ACHAR O BOTÃO PARA DESLIGÁ-LO.

; Look at explosive
STOMES0008	SÃO EXPLOSIVOS... PARECEM PERIGOSOS.
; Use explosive
STOMES0009	NÃO CONSIGO CARREGAR MAIS ÍTENS.

; Walk to freezer door
STOMES0010	A PORTA ESTÁ FECHADA.
; Look at freezer door
STOMES0011	É A PORTA DO FREEZER.
; Use freezer door
STOMES0012	NÃO CONSIGO ENXERGAR A MAÇANETA, ESTÁ MUITO SUJO!

; Try to leave room
STOMES0013	A TELA NÃO ROLA. PARECE QUE ESTOU PRESA AQUI! EU PRECISO ENCONTRAR OUTRO JEITO DE TERMINAR O JOGO.

; On entering MES room
STOMES0014	Mas que diabos está acontecendo? Não me diga que isto é dentro do jogo!

; //////////////////////////////////////////////////////////////////////
; 28 - DEBUG ROOM
; //////////////////////////////////////////////////////////////////////

; Room Regions
DEBUGR0001	Sequência de Corredores
DEBUGR0002	Sala de Navegação Ensanguentada
DEBUGR0003	Iniciar Jogo
DEBUGR0004	Painel do Droid
DEBUGR0005	Câmara Branca
DEBUGR0006	Cabeça no Chuveiro
DEBUGR0007	Freezer
DEBUGR0008	MedBay
DEBUGR0009	Estação Normal
DEBUGR0010	Sala de Depuração

; Warning message
DEBUGR0011	Bem-vindo à sala de depuração da Câmara Branca. Esta sala foi deixada aqui para te dar uma idéia do processo de desenvolvimento.
DEBUGR0012	Jogar a partir desta sala não é recomendado. Ela foi feita apenas para testar partes do jogo em particular.

; //////////////////////////////////////////////////////////////////////
; 29 - COMEDY ENDING
; //////////////////////////////////////////////////////////////////////

; Okay this is going to be quite difficult to translate into any language.
; The comedy ending is meant to be surrealist humor and makes very little sense in English
; so I don't know how well it will go into other languages. So just do your best really.

; All the character shout surprise to reveal the whole game has been a surprise birthday prank
COMEDY0001	SURPRESA!!!                   
; The doctor is explaining it's been a well planned party
COMEDY0002	Nós planejamos secretamente, nas mais profundas sombras, esta festa surpresa.
; The captain is meant to sound very dumb
COMEDY0003	Ho Ho... Bem, eu gostei das velas. Ho ho ho...
; This character is very excitable. Meant to be a bit like Beavis and Butthead
COMEDY0004	Yeah! Yeah! Velas!
; The doctor is talking about cutting the cake in very overly scientific manner.
COMEDY0005	Eu trouxe um protractor para requisitar cientificamente o bolo.
; This character talks in bad japanese accent and only talks about Japan
COMEDY0006	Como ninjas japoneses.
; Again the captain makes a dumb comment
COMEDY0007	Eu nunca fui ao Japão antes. Ho ho ho ho ho...
; The excitable guy is eager for food
COMEDY0008	Merdra! Corte o bolo! Corte o bolo seu saco de merd's!
; Another pointless japanese comment
COMEDY0009	Como um samurai japonês.
; The dumb captain is sad about no one attending his birthday.
COMEDY0010	É uma pena que ninguém tenha aparecido ao meu aniversário. Ho ho oooooh...
; The doctor says this is because his birthday couldn't be divided by the mathematical value pi
COMEDY0011	Bem, meu tolo. Isto é porque seu aniversário caiu em um dia que não era divisível pelo valor de pi.
; This all ends on a bad pun. The excitable guy assumes the doctor was talking about pie (instead of pi)
; and comments it's a cake not a pie.
COMEDY0012	Não é uma torta de merd! É um bolo de merd! Se cabeça de merd!

; //////////////////////////////////////////////////////////////////////
; 30 - ENDING SCREEN
; //////////////////////////////////////////////////////////////////////

; Interface message
ENDING0001	Obrigado por jogar...
ENDING0002	Sair
ENDING0003	Sair do Jogo...

; Ending descriptions
ENDING0004	Você sofreu o final 'condenado'.
ENDING0005	Você mereceu o final da 'redenção'.
ENDING0006	Você suportou o final 'atormentado'.
ENDING0007	Você foi confundido pelo final 'comédia'.
ENDING0008	Você está aguardando pelo final 'decaído'.
ENDING0009	Você inalou o final 'venenoso'.
ENDING0010	Você caiu através do final 'espacial'.
ENDING0011	Você não conseguiu escapar do final 'eletrocutante'.

; Easter eggs
ENDING0012	Tente inserir o código no Droid antes de possuir a nota.
ENDING0013	Tente usar o console MES três vezes.
ENDING0014	Tente pressionar HOME para usar a sala de depuração dos desenvolvedores.
ENDING0015	Tente usar F10 e F11 para alternar a interface do botão direito do mouse.



; //////////////////////////////////////////////////////////////////////
; A1 - ITEM TEXT
; //////////////////////////////////////////////////////////////////////

; Looks at axe
ANITEM0001	É um machado afiado. Isso poderá ser útil.
; Touch axe
ANITEM0002	Eu posso me machucar com isso. Deverei ter cuidado!

; Look at batteries
ANITEM0003	Baterias tamanho industrial. Muito potentes. Eu deveria saber.
; Touch batteries
ANITEM0004	Elas já me 'chocaram' o suficiente.

; Look at blanket
ANITEM0005	Um cobertor confortável.
; Touch blanket
ANITEM0006	É macio e fofinho. Mas fede...

; Look at brown envelope
ANITEM0007	Há algo no pacote.
; Open brown envelope
ANITEM0008	Há uma fita de vídeo dentro.

; Look at video disc
ANITEM0009	É um vídeo disco padrão, pré-gravado. Disco Microcosm, hein? Isto que é qualidade.
; Use video disc
ANITEM0010	Eu preciso de uma tela reprodutora apropriada para assistir isso.

; Look at Dr Salt
ANITEM0011	É uma lata vermelha de refrigerante gaseificado.
; Use Dr Salt
ANITEM0012	Eu beberia, mas ele cheira um pocuo a peixe morto.

; Look at explosive
ANITEM0013	Está sinalizado como altamente explosivo.
; Use explosive
ANITEM0014	Brinque com fogo, e você se queima. Brinque com isso... e eu nem quero pensar a respeito.

; Look at extinguisher
ANITEM0015	Um enorme extintor de incêndio.
; Use extinguisher
ANITEM0016	Não há fogo aqui portanto não quero desperdiçá-lo.

; Look at eyes
ANITEM0017	Um jogo de olhos arrancados. Parecem tão intensos.
; Use eyes
ANITEM0018	Já tenho medo suficiente de tocar meus próprios olhos.

; Look at head
ANITEM0019	Uma cabeça cortada. Os olhos foram arrancados.
; Use head
ANITEM0020	Ainda se sente um pouco de humidade do chuveiro, e o cheiro...

; Look at ID card
ANITEM0021	É um cartão de identificação para uso em scanners de segurança.
; Use ID card
ANITEM0022	Não posso fazer muita coisa com ele sem um sequenciador de DNA.

; Look at laser cutter
ANITEM0023	É um maçarico laser, não creio que esteja funcionando.
; Use laser cutter
ANITEM0024	O compartimento das baterias está vazio.

; Look at left arm
ANITEM0025	Um braço cortao... Ótimo!
; Use left arm
ANITEM0026	Não há muito que eu possa fazer com ele.

; Look at leg
ANITEM0027	A perna que eu cortei na sala do freezer.
; Use leg
ANITEM0028	Ainda está um pouco gelada.

; Look at mirror
ANITEM0029	Um espelho brilhante.
; Use mirror
ANITEM0030	Parece bem liso, não quero arriscar emporcalhá-lo.

; Look at note
; IMPORTANT NOTE: In English the first letters of the words Patience While You Grill Bacon Rind
; correspond to Purple White Yellow Green Blue Red on the droid control computer. You will need
; a nonsensical message that has words starting with the same letter as the words for those
; colours in your language for the riddle to work. I'm not sure how best to handle this in pictorial
; languages like Chinese/Japanese.
ANITEM0031	É uma nota que eu encontrei. Ela diz 'Prefira Braços Amargos, Verdadeiramente Azedos e com Vermes'. É muito estranho. Fico imaginando o que significa.
; Use note
ANITEM0032	Daria um belo aviãozinho, mas eu posso precisar dela mais tarde.

; Look at override key
ANITEM0033	É uma chave de anulação.
; Use override key
ANITEM0034	Preciso encontrar um sistema aonde ela sirva.

; Look at right arm
ANITEM0035	Um braço humano.
; Use right arm
ANITEM0036	É um pouco macio.

; Look at sample dish
ANITEM0037	Algum tipo de amostra de tecido no prato a vácuo. A etiqueta diz 'Comandante Trend'. Ouvi dizer que essas coisas são difíceis de achar.
; Use sample dish
ANITEM0038	Não quero abri-lo e arriscar de contaminar a amostra.

; Look at scalpel
ANITEM0039	É um bisturí torto e enferrujado.
; Use scalpel
ANITEM0040	Não está muito afiado, mas ainda assim é merlhor ter cuidado. Quem sabe para quê ele foi usado da última vez?

; Look at steel box
ANITEM0041	Uma caixa de aço que parece ter sido fechada e soldada.
; Use steel box
ANITEM0042	Não consigo abrí-la. I can't open it. Me pergunto o que há aí dentro.
; Use scalpel on steel box
ANITEM0043	Droga! Parece que usaram solda para fechar. Nem mesmo o machado pode abrir uma caixa forte dessas.
; Use axe on steel box
ANITEM0044	Está soldada. É mais provável que o bisturi irá quebrar do que a caixa abrir.
; Use fire extinguisher on steel box
ANITEM0045	Não está em chamas, apenas selada. Isso não faria nenhum sentido.

; Look at torso
ANITEM0046	É um torso humano completo. Até mesmo eu me surpreendo de poder carregá-lo.
; Use torso
ANITEM0047	Não há nada que eu queira fazer com ele.

; Look at VCR tape
ANITEM0048	Uma fita de vídeo cassete sem nome.
; Use VCR tape
ANITEM0049	Vou precisar de velho vídeo cassete para assistir isso.


