CONFIG0001	true
; Touch artefact
WCHAMB0006	It's warm and vibrating. It doesn't feel like a machine.

; Look at body before endgame
WCHAMB0007	His face... poor guy! What the hell happened to him?
; Look at body after endgame
WCHAMB0008	I did this... I killed him! I released a toxin in here and watched him die. He was the only one left and by that point it seemed so easy to end his life.
; End game text #01
WCHAMB0009	Hello Sarah. So here we are again. The situations are now reversed it seems. As I recall, last time it was me trapped in there hoping for mercy.
; End game text #02
WCHAMB0010	I cared for you, I fell for your false smiles. And for that, the mess on the floor there is what I've become.
; End game text #03
WCHAMB0011	Are you beginning to understand now Sarah? What you did to me... what you did to all of us? The price we paid for your obsession with its power.
; End game text #04
WCHAMB0012	Hmph, at least I can say that I did what you failed to. The artefact responded to me. My blood, my hatred and my desire for retribution activated it.
; End game text #05
WCHAMB0013	I unleashed the power you killed for, and now we're both trapped here in this cursed cycle. An eternal nightmare, continuing endlessly until you've earned salvation.
; End game text #06
WCHAMB0014	I stand as your judge. And I have looked into your soul. You were given another chance to perhaps redeem your actions.
; End game text #07
WCHAMB0015	Given this clean slate did you demonstrate compassion and regret? Or once again have you just shown a selfish drive towards your goal?
; End game text #08
WCHAMB0016	While we reach a verdict, you shall remember... remember what you did to me.
; End game text #09
WCHAMB0017	It is done. We have come full circle back to where this starts and ends. We have made our decision. All that is left is for you to leave... now!
; End game text #10
WCHAMB0018	The life-pod in the store room has been unsealed and inside you will find our decree. On your way you shall remember it all. What you did to deserve this.
; End game text #11
WCHAMB0019	Goodbye Sarah... I hope we never have to meet again.
; Optional end game text. Only shown if player has good ending
WCHAMB0025	I have changed the orbit of the station. It will crash into the nearby planet within an hour.
; Touch body after endgame
WCHAMB0020	He's still warm. I can't move him. It's like his blood has fused to the artefact. I can't believe that I really did this.

; Look at equipment #1
WCHAMB0021	This machine seems to be monitoring any output from the artefact.
; Use equipment #1
WCHAMB0022	There seem to be some very strange radiation readings coming from the artefact.

; Look at equipment #2
WCHAMB0023	This device is performing a deep structural analysis.
; Use equipment #2
WCHAMB0024	It doesn't seem to be producing any solid results.

; //////////////////////////////////////////////////////////////////////
; 12 - NAVIGATION ROOM (BLEEDING)
; //////////////////////////////////////////////////////////////////////

; Room regions
NBLEED0001	Creature

; //////////////////////////////////////////////////////////////////////
; 13 - MED BAY (DROID)
; //////////////////////////////////////////////////////////////////////

; Action descriptions (chamber refers to quarantine chamber)
MEDBDR0001	Open Door
MEDBDR0002	Open Chamber
MEDBDR0003	Extinguish Fire

; Droid responses
MEDBDR0004	Not authorized to break a quarantine seal.
MEDBDR0005	Unit not equipped with fire suppressor.
MEDBDR0006	Door has been sealed due to a fire hazard.

; //////////////////////////////////////////////////////////////////////
; 14 - LIVING ROOM (GRATED)
; //////////////////////////////////////////////////////////////////////

; Room regions
LGRATE0001	Door

; //////////////////////////////////////////////////////////////////////
; 15 - CORRIDOR
; //////////////////////////////////////////////////////////////////////

; Room regions
CORRID0001	Passage
CORRID0002	Eye
CORRID0003	Body

; Look at body
CORRID0004	A decapitated body... it's... crucified upside down... Am I in hell?
; Try to touch body
CORRID0005	I'm glad there's a fence keeping it away from me.

; Look at eye
CORRID0006	Oh shit... am I gonna die in here?
; Try to touch eye
CORRID0007	Keep that bloody thing away from me!

; //////////////////////////////////////////////////////////////////////
; 16 - COMPUTER ROOM (BLOODY)
; //////////////////////////////////////////////////////////////////////

; Room regions
CBLOOD0001	Pipe
CBLOOD0002	Arm
CBLOOD0003	Door
CBLOOD0004	Panel
CBLOOD0005	Body

; Look at severed arm
CBLOOD0006	A severed arm.
; Take severed arm
CBLOOD0007	Another arm. This is absolutely sick...

; Look at body chamber
CBLOOD0008	There's someone trapped in there. If only I could break the chamber open.
; Break body chamber
CBLOOD0009	It's too strong to break by hand.
; Axe body chamber
CBLOOD0010	Damn, the chamber must be reinforced.

; Look at cleaning control
CBLOOD0011	This is the control for the emergency tank cleansing system.
; After control used #1
CBLOOD0012	Oh shit! I was trying to help him... I'm so sorry...
; After control used #2
CBLOOD0013	It sounds like something got jammed in the pipes. What have I done?
; Use control after body flushed
CBLOOD0014	The tank is empty now, there'd be no point cleaning it.

; Look at pipe with arm in it
CBLOOD0015	There's an arm trapped in there, it must have been from that guy. Why do I get the feeling this isn't a coincidence?
; Try to break pipe with hands
CBLOOD0016	I can't break the pipe open by hand.

; //////////////////////////////////////////////////////////////////////
; 17 - NAVIGATION ROOM (CHASM)
; //////////////////////////////////////////////////////////////////////

; Room regions
NCHASM0001	Chasm
NCHASM0002	Door

; Look at chasm
NCHASM0003	I can't see the bottom! Where the hell am I?
; Use chasm
NCHASM0004	I'm not risking climbing down there.

; //////////////////////////////////////////////////////////////////////
; 18 - FREEZER
; //////////////////////////////////////////////////////////////////////

; Room regions
FREEZE0001	Hanging Meat
FREEZE0002	Freezer
FREEZE0003	Door
FREEZE0004	Leg
FREEZE0005	Trapped Body
FREEZE0006	Freezing Man

; Look at closed freezer
FREEZE0007	It's a large freezing unit.
; On opening freezer and finding shivering body inside
FREEZE0008	What the hell?

; Look at leg
FREEZE0009	There's a leg sticking out from under whatever the hell that is.
; Try to take leg
FREEZE0010	If I want the leg... I'm gonna have to cut it off.
; Try to scalpel leg
FREEZE0011	No, it's not going to get through the bone.
; Axe leg off
FREEZE0012	Great... now I've got a severed leg.

; Look at freezing man
FREEZE0013	It looks like he's freezing. Maybe I could warm him up?
; Use blanket on man
FREEZE0014	A nice thought, but it probably won't help him at this point.
; Use dr salt on man
FREEZE0015	He looks cold enough already. I don't think a chilled soft drink is what he needs.
; After player has touchd man and room has transformed
FREEZE0016	Oh my god, this is beyond words.

; Look at meat
FREEZE0017	Fresh hanging meat. It looks vaguely edible.
; Try to take meat
FREEZE0018	That thing's probably heavier than I am. Raw meat isn't my thing anyway.
; Axe down meat
FREEZE0019	That would probably bring the slab of meat down but I don't really want to carry it with me.
; Use scalpel on meat
FREEZE0020	Maybe if I'm hungry later I could use the scalpel to cut out a nice chunk. Right now though I really don't want any.

; Look at trapped corpse
FREEZE0021	It looks like a body is trapped under that sheet. I hope for his sake he's already dead.
; Touch trapped corpse
FREEZE0022	What is this made of? It doesn't feel like plastic.
; Axe trapped corpse
FREEZE0023	Even the axe won't tear it open. It doesn't make sense.
; Use scalpel on meat
FREEZE0024	The scalpel won't even scratch it. I can't figure out what the sheet is made of.


; //////////////////////////////////////////////////////////////////////
; 19-26 - NORMAL STATION ROOMS
; //////////////////////////////////////////////////////////////////////

; Room regions
NORMAL0001	Door
NORMAL0002	Fan
NORMAL0018	Passage
NORMAL0005	Shower
NORMAL0009	Console
NORMAL0013	Floor Panel
NORMAL0017	Escape Pod

; Look at fan
NORMAL0003	I threw Dr. Goodwin into the fan. I didn't even need to do it but I felt sure he was on to me. He kept asking the Commander to eject the artefact.
; Touch fan
NORMAL0004	After what I did to Goodwin I'd be a fool to get any closer.

; Look at shower #1
NORMAL0006	Commander Trend gave me little choice. It was just me, him and Arthur left at that point. He didn't trust the spy but he didn't believe he was the killer.
; Look at shower #2
NORMAL0007	I think he saw it in my eyes... So I took his.
; Touch shower
NORMAL0008	I don't want to look inside.

; Look at console #1
NORMAL0010	Dick Lee was the first. He was my research assistant. He thought the artefact was too dangerous for us to work on alone.
; Look at console #2
NORMAL0011	We were arguing because he wanted a support team. I told him we could handle it. I didn't mean to... I knew they'd never understand.
; Touch shower
NORMAL0012	I couldn't face seeing his remains if they're still in there.

; Look at floor panel #1
NORMAL0014	Wyles was checking the video logs when I got to him. It was obvious he'd found Dick's body in the Nav console by how he was acting.
; Look at floor panel #2
NORMAL0015	Dick had been an accident so I guess this is when things went out of control. I was so trapped. All I could think about was the damn artefact.
; Touch floor panel
NORMAL0016	It's too late now. I don't want to see what's under there.

; //////////////////////////////////////////////////////////////////////
; 27 - STORE ROOM (MES)
; //////////////////////////////////////////////////////////////////////

; Room regions
STOMES0001	Left
STOMES0002	Explosive
STOMES0003	Door
STOMES0004	MES Console
STOMES0005	Leave

; Look at console
STOMES0006	THE MES CONSOLE I'M PLAYING.
; Use console
STOMES0007	I CAN'T MAKE OUT THE BUTTONS TO SWITCH IT OFF.

; Look at explosive
STOMES0008	THEY ARE EXPLOSIVES... THEY LOOK DANGEROUS.
; Use explosive
STOMES0009	CANNOT CARRY ANY MORE ITEMS.

; Walk to freezer door
STOMES0010	THE DOOR IS CLOSED.
; Look at freezer door
STOMES0011	IT'S THE FREEZER DOOR.
; Use freezer door
STOMES0012	I CAN'T SEE THE HANDLE IT'S TOO PIXELLATED!

; Try to leave room
STOMES0013	THE SCREEN WON'T SCROLL. LOOKS LIKE I'M TRAPPED IN HERE! I NEED TO FIND SOME OTHER WAY TO END THE GAME.

; On entering MES room
STOMES0014	What the hell is going on? Don't tell me this is inside the game!

; //////////////////////////////////////////////////////////////////////
; 28 - DEBUG ROOM
; //////////////////////////////////////////////////////////////////////

; Room Regions
DEBUGR0001	Corridor Sequence
DEBUGR0002	Bloody Nav Room
DEBUGR0003	Start Game
DEBUGR0004	Droid Panel
DEBUGR0005	White Chamber
DEBUGR0006	Shower Head
DEBUGR0007	Freezer
DEBUGR0008	MedBay
DEBUGR0009	Normal Station
DEBUGR0010	Debug Room

; Warning message
DEBUGR0011	Welcome to the White Chamber debug room. This room has been left in to give you an insight into the development process.
DEBUGR0012	Playing the game from this room is not advised. It is meant only for testing particular parts of the game.

; //////////////////////////////////////////////////////////////////////
; 29 - COMEDY ENDING
; //////////////////////////////////////////////////////////////////////

; Okay this is going to be quite difficult to translate into any language.
; The comedy ending is meant to be surrealist humor and makes very little sense in English
; so I don't know how well it will go into other languages. So just do your best really.

; All the character shout surprise to reveal the whole game has been a surprise birthday prank
COMEDY0001	SURPRISE!!!                   
; The doctor is explaining it's been a well planned party
COMEDY0002	We've been planning this surprise party secretly from the deepest shadows.
; The captain is meant to sound very dumb
COMEDY0003	Ho Ho... Well I like the candles. Ho ho ho...
; This character is very excitable. Meant to be a bit like Beavis and Butthead
COMEDY0004	Yeah! Yeah! Candles!
; The doctor is talking about cutting the cake in very overly scientific manner.
COMEDY0005	I have brought a protractor with which to scientifically requisition the cake.
; This character talks in bad japanese accent and only talks about Japan
COMEDY0006	Like Japanese ninja.
; Again the captain makes a dumb comment
COMEDY0007	I've never been to Japan before. Ho ho ho ho ho...
; The excitable guy is eager for food
COMEDY0008	Frack me! Cut the cake! Cut the cake you frackin' nad sack!
; Another pointless japanese comment
COMEDY0009	Like Japanese samurai.
; The dumb captain is sad about no one attending his birthday.
COMEDY0010	It's a shame no-one showed up for my birthday. Ho ho oooooh...
; The doctor says this is because his birthday couldn't be divided by the mathematical value pi
COMEDY0011	Well my fool. This is because your birthday fell on a day which was not divisable by the value of pi.
; This all ends on a bad pun. The excitable guy assumes the doctor was talking about pie (instead of pi)
; and comments it's a cake not a pie.
COMEDY0012	It's not a frackin' pie! It's a frackin' cake! You frack-head! Yo' momma!	

; //////////////////////////////////////////////////////////////////////
; 30 - ENDING SCREEN
; //////////////////////////////////////////////////////////////////////

; Interface message
ENDING0001	Thanks for playing...
ENDING0002	Quit
ENDING0003	Leave Game...

; Ending descriptions
ENDING0004	You suffered the 'damned' ending.
ENDING0005	You earned the 'redemption' ending.
ENDING0006	You endured the 'tormented' ending.
ENDING0007	You were confused by the 'comedy' ending.
ENDING0008	You're waiting for the 'decaying' ending.
ENDING0009	You inhaled the 'venemous' ending.
ENDING0010	You fell through the 'space' ending.
ENDING0011	You couldn't escape the 'electrocution' ending.

; Easter eggs
ENDING0012	Try entering the droid code before you have the note.
ENDING0013	Try using the MES console three times.
ENDING0014	Try pressing HOME to use the developer's debug room.
ENDING0015	Try F10 and F11 to switch to an alternate right-click interface.



; //////////////////////////////////////////////////////////////////////
; A1 - ITEM TEXT
; //////////////////////////////////////////////////////////////////////

; Looks at axe
ANITEM0001	It's a sharp axe. This should be useful.
; Touch axe
ANITEM0002	I could hurt myself on this. I should be careful!

; Look at batteries
ANITEM0003	Industrial sized batteries. Very powerful. I should know.
; Touch batteries
ANITEM0004	I've had enough of a shock from these already.

; Look at blanket
ANITEM0005	A comfortable blanket.
; Touch blanket
ANITEM0006	It feels soft and squishy. But it smells...

; Look at brown envelope
ANITEM0007	There's something in the package.
; Open brown envelope
ANITEM0008	There was a video cassette inside.

; Look at video disc
ANITEM0009	It's a standard pre-recorded video disc. Microcosm disk, eh? That's quality for you.
; Use video disc
ANITEM0010	I'll need a proper playback screen to watch this.

; Look at Dr Salt
ANITEM0011	It's a reddish can of fizzy drink.
; Use Dr Salt
ANITEM0012	I'd drink it but it smells a little like dead fish.

; Look at explosive
ANITEM0013	It's marked as being a high-explosive.
; Use explosive
ANITEM0014	Play with fire, you get burned. Play with this... I don't even wanna think about it.

; Look at extinguisher
ANITEM0015	A bulky fire extinguisher.
; Use extinguisher
ANITEM0016	There isn't a fire here so I don't want to waste it.

; Look at eyes
ANITEM0017	A set of detached eyes. They look so intense.
; Use eyes
ANITEM0018	I have enough of a phobia of touching my own eyes.

; Look at head
ANITEM0019	A severed head. The eyes have been ripped out.
; Use head
ANITEM0020	It still feels a little damp from the shower, and the smell...

; Look at ID card
ANITEM0021	It's an ID card for use in security scanners.
; Use ID card
ANITEM0022	I can't really do much with it without a DNA sequencer.

; Look at laser cutter
ANITEM0023	It's a gun shaped laser torch, I don't think it's working.
; Use laser cutter
ANITEM0024	The battery compartment is empty.

; Look at left arm
ANITEM0025	A detached arm... Great!
; Use left arm
ANITEM0026	There's not much I can do with it.

; Look at leg
ANITEM0027	The leg I hacked off in the freezer room.
; Use leg
ANITEM0028	It still feels a little cold.

; Look at mirror
ANITEM0029	A shiny mirror.
; Use mirror
ANITEM0030	It looks smooth, but I don't want to risk smudging it.

; Look at note
; IMPORTANT NOTE: In English the first letters of the words Patience While You Grill Bacon Rind
; correspond to Purple White Yellow Green Blue Red on the droid control computer. You will need
; a nonsensical message that has words starting with the same letter as the words for those
; colours in your language for the riddle to work. I'm not sure how best to handle this in pictorial
; languages like Chinese/Japanese.
ANITEM0031	It's a note I found. It says 'Patience While You Grill Bacon Rind'. That's rather strange. I wonder what it means.
; Use note
ANITEM0032	It could make a nice aeroplane but I might need it later.

; Look at override key
ANITEM0033	This is an override key.
; Use override key
ANITEM0034	I'd need to find a system this fits.

; Look at right arm
ANITEM0035	A human arm.
; Use right arm
ANITEM0036	It's a little soft.

; Look at sample dish
ANITEM0037	Some kind of tissue sample in an air-tight dish. The label says 'Commander Trend'. I hear these things are hard to find.
; Use sample dish
ANITEM0038	I don't want to open it and risk spoiling the sample.

; Look at scalpel
ANITEM0039	It's a blunt and rusty scalpel.
; Use scalpel
ANITEM0040	It's not that sharp but I should still be careful. Who knows what it was used for last?

; Look at steel box
ANITEM0041	A steel box that seems to be welded shut.
; Use steel box
ANITEM0042	I can't open it. I wonder what's inside.
; Use scalpel on steel box
ANITEM0043	Damn! It looks like it's welded shut. Even the axe can't break a box this strong.
; Use axe on steel box
ANITEM0044	It's welded shut. I'm more likely to break the scalpel than the box.
; Use fire extinguisher on steel box
ANITEM0045	It's not on fire, it's just sealed. That wouldn't make any sense.

; Look at torso
ANITEM0046	It's a full human torso. Even I'm surprised I can carry this.
; Use torso
ANITEM0047	There's nothing I want to do with it.

; Look at VCR tape
ANITEM0048	An unmarked video cassette.
; Use VCR tape
ANITEM0049	I'll need an old video player to watch this.


; //////////////////////////////////////////////////////////////////////
; A2 - ITEM NAMES
; //////////////////////////////////////////////////////////////////////

; Names of game items
ITEMIS0001	Axe
ITEMIS0002	Explosive
ITEMIS0003	Extinguisher
ITEMIS0004	ID Card
ITEMIS0005	Override Key
ITEMIS0006	Batteries
ITEMIS0007	Blanket
ITEMIS0008	Envelope
ITEMIS0009	Video Disc #1
ITEMIS0010	Video Disc #2
ITEMIS0011	Video Disc #3
ITEMIS0012	Dr Salt
ITEMIS0013	Eyes
ITEMIS0014	Head
ITEMIS0015	Laser Cutter
ITEMIS0016	Right Arm
ITEMIS0017	Leg
ITEMIS0018	Mirror
ITEMIS0019	Note
ITEMIS0020	Left Arm
ITEMIS0021	Sample Dish
ITEMIS0022	Scalpel
ITEMIS0023	Steel Box
ITEMIS0024	Torso
ITEMIS0025	VCR Tape

; //////////////////////////////////////////////////////////////////////
; A3 - MISSED WORDS
; //////////////////////////////////////////////////////////////////////

; Text for the analyser in the computer room
EXTRAS0001	Panel
EXTRAS0002	Wire
EXTRAS0003	Leave
EXTRAS0004	Analyser
