CONFIG0001	TRUE
THELAB0036	Sam jest bezużyteczny. Może powinnam pomajstrować z odtwarzaczem wideo.
	
;Look at sample dish"	
THELAB0037	To jakaś próbka tkanki w szczelnym pojemniku. Jest na nim etykietka.
	
;Look at scope"	
THELAB0038	Poznaję to, to seria 7777 Zentradi proto-analizatora.
;Use scope"	
THELAB0039	Potrzebuję jakiejś próbówki.
;Use sample with scope"	
THELAB0040	Poznaję to. Ta tkanka została pozyskana specjalnie żeby przetrzymywać czystą próbkę DNA.
	
;Look at speaker"	
THELAB0041	To głośnik. Pamiętam, że miałam podobne, gdy byłam jeszcze dzieckiem.
;Use speaker"	
THELAB0042	Nie mogę z nimi wiele zrobić.
	
;Look at tools"	
THELAB0043	Zbiór zakrwawionych i zardzewiałych narzędzi laboratoryjnych.
;Take tools"	
THELAB0044	Przerdzewiały do powierzchni. Wątpię żeby w tym stanie się jeszcze do czegokolwiek nadawały.
	
;Try to walk through welded door"	
THELAB0045	Są zaspawane, raczej nimi nie przejdę.
;Try to open welded door"	
THELAB0046	Będę potrzebowała czegoś naprawdę potężnego żeby się przez nie przedostać.
;Look at welded door"	
THELAB0047	Zamek na drzwiach został zaspawany, ciekawe czemu?
;Use axe on welded door"	
THELAB0048	Nic nim nie zdziałam. To bardzo grube, zaspawane drzwi.
;Place explosives in front of welded door"	
THELAB0049	Gotowe. Teraz muszę znaleźć jakiś sposób na zdetonowanie tego...
	
;//////////////////////////////////////////////////////////////////////	
;08 - MEDBAY"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
MEDBAY0001	Łóżko
MEDBAY0002	Brudna Ściana
MEDBAY0003	TAK
MEDBAY0004	NIE
MEDBAY0005	Panel Kontrolny
MEDBAY0006	Prysznic
MEDBAY0007	Dysk Wideo
MEDBAY0008	Ciało
MEDBAY0009	Biurko Laserowe
MEDBAY0010	Otwarte Pudełko
MEDBAY0011	Zasilanie
MEDBAY0012	Drzwi
MEDBAY0013	Szafa na Akta
	
;Eye box regions"	
MEDBAY0014	Wyjdź
MEDBAY0015	Oczy
	
;Filing cabinet regions"	
MEDBAY0016	Wyjdź
MEDBAY0017	Szuflady
MEDBAY0018	Zniszczona Szuflada
MEDBAY0019	Koperta
	
;Look at bed with full body"	
MEDBAY0020	No i wszystko na miejscu... Ale nie wiem, czemu w ogóle zaczęłam to robić, wygląda tak zimno.
;Look at bed with partial body"	
MEDBAY0021	Części ciała zdają się idealnie pasować do zagłębień.
;Look at bed with full body under blanket"	
MEDBAY0022	Wydaje się mniej niepokojący, przykryty tym kocem. Może powinnam zostawić go w spokoju.
;Look at bed with nothing on it"	
MEDBAY0023	To łóżko ze śladami po ogniu w kształcie ludzkiego ciała.
;Use bed with body parts on it"	
MEDBAY0024	Łóżko jest już zajęte.
;Use bed with nothing on it"	
MEDBAY0025	Nie sądzę żebym mogła teraz spać, nawet gdybym chciała.
;Use eyes on bed without head"	
MEDBAY0026	Nie ma gdzie umieścić oczu, co ja w ogóle robię?
;Complete body message #1"	
MEDBAY0027	No, skończone!
;Complete body message #2"	
MEDBAY0028	... ... ... ... Nic się nie dzieje ...
;Complete body message #3"	
MEDBAY0029	Zdaje się, że nie wiem, czego oczekiwałam. Co to miejsce ze mną robi? Czemu przyniosłam tu wszystkie części tego ciała?
;Use blanket on complete body"	
MEDBAY0030	Proszę, wydaje mi się, że teraz wygląda godniej.
;Use blanket on incomplete body"	
MEDBAY0031	Jest jeszcze nie skończony.
;Use Dr Salt on complete body"	
MEDBAY0032	Nawet dr Salt mu teraz nie pomoże.
;Use Dr Salt on incomplete body"	
MEDBAY0033	Nie chcę zmoczyć prześcieradła.
	
;Look at body in quarantine chamber"	
MEDBAY0034	To ciało... Jak się tam dostało?
;After players has become trapped in quarantine chamber"	
MEDBAY0035	Jestem uwięziona!
;Try to touch body in chamber"	
MEDBAY0036	Nie mogę tam wejść.
	
;Look at broken drawer"	
MEDBAY0037	Zamek w szufladzie jest zniszczony.
	
;Look at locked drawer"	
MEDBAY0038	Większość z tych szuflad jest zamknięta. Nie widzę żadnego oczywistego sposobu, żeby je otworzyć.
;Try to open locked drawer"	
MEDBAY0039	Są zaskakująco mocne, nie sądzę żebym mogła je otworzyć.
;Try to axe locked drawer"	
MEDBAY0040	Tym ich nie otworzę, najwyżej trochę porysuję powierzchnię.
;Try to scalpel locked drawer"	
MEDBAY0041	Wydaje mi się, że zamek jest trochę wytrzymalszy niż to…
	
;Look at brown envelope"	
MEDBAY0042	Brązowa koperta z czymś w środku.
	
;Look at power compartment"	
MEDBAY0043	Pod laserem jest miejsce na baterie.
;Put batteries in compartment"	
MEDBAY0044	Udało się, laser powinien już działać.
	
;Look at video disc"	
MEDBAY0045	Zapisany dysk wideo.
;Try to take video disc in quarantine chamber"	
MEDBAY0046	Nie mogę wejść do środka.
	
;Look at eyes in box"	
MEDBAY0047	To ohydne! Jaki chory drań zamknął oczy w pudełku?
	
;Look at filing cabinet"	
MEDBAY0048	To szafka na akta.
	
;Look at medical laser"	
MEDBAY0049	To laser medyczny.
;Try to fire laser into fridge"	
MEDBAY0050	Nie chcę ryzykować strzelenia nim w tę lodówkę. Nie wiem, co by się stało, ale wątpię żeby to było coś dobrego.
;Try to fire unpowered laser"	
MEDBAY0051	Nie działa. Pewnie brakuje energii.
;Box unsealed using laser"	
MEDBAY0052	Laser przeciął zamek skrzynki. Mam nadzieję, że nie zniszczył zawartości. Czymkolwiek ona jest…
	
;Look at quarantine panel"	
MEDBAY0053	Sterowany głosem panel, który kontroluje izolatkę.
;Use quarantine panel"	
MEDBAY0054	Reaguje jedynie na głos autoryzowanego doktora. Nigdy nie uda mi się tego odpalić.
;Use head with quarantine panel"	
MEDBAY0055	Wygląda na to, że nie będzie mówić. Chyba powiedział już wszystko, co miał do powiedzenia.
	
;Look at shower unit"	
MEDBAY0056	To zwykły prysznic.
;Try to use shower unit"	
MEDBAY0057	Myślę, że jest zepsuty, nie mogę go otworzyć.
;Try to use shower unit from outside quarantie chamber"	
MEDBAY0058	Nie mogę dostać się do izolatki.
	
;Look at opened metal box"	
MEDBAY0059	Laser ładnie przeciął się przez zamek.
	
;Look at wall in quarantine chamber"	
MEDBAY0060	Coś jest wyryte w brudzie.
;SUBTITLE - Wall message 1"	
MEDBAY0061	Chcesz stąd wyjść?
;SUBTITLE - Wall message 2"	
MEDBAY0062	I zaryzykować rozprzestrzenienie zarazy?
;SUBTITLE - Wall message 3"	
MEDBAY0063	Wyjdź... Zaakceptuj konsekwencje!
	
;//////////////////////////////////////////////////////////////////////	
;09 - BEACH"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
ABEACH0001	Drzwi
ABEACH0002	Morze
ABEACH0003	Las
	
;Look at forest"	
ABEACH0004	To prawdziwe drzewa, ale jak to możliwe?
;Use forest"	
ABEACH0005	Nie mogę przejść, ściana drzew jest zbyt gęsta.
	
;Look at sea"	
ABEACH0006	To wygląda jak prawdziwe morze. Co się dzieje?
;Use sea #1"	
ABEACH0007	Sprawia wrażenie prawdziwej wody... Nie rozumiem jak to jest możliwe, byłam na stacji kosmicznej...
;Use sea #2"	
ABEACH0008	Może mogłabym stąd odpłynąć, ale nie widzę niczego, do czego mogłabym się kierować.
	
	
;//////////////////////////////////////////////////////////////////////	
;10 - FAN ROOM"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
THEFAN0001	Otwór Wentylacyjny
THEFAN0002	Rozdrabniarka
THEFAN0003	Drzwi
	
;Look at grinder"	
THEFAN0004	To jakaś makabryczna rozdrabniarka.
;Touch grinder"	
THEFAN0005	Jest pokryty jakimś brudem, co to jest?
	
;Walk into sealed vent"	
THEFAN0006	Jest zamknięty, nie mogę przejść.
;Look at vent"	
THEFAN0007	Zastanawiam się czy ten otwór doprowadzi mnie pod szyb windy.
;Use vent"	
THEFAN0008	Nie mogę zdjąć tego panelu.
;Use axe on vent"	
THEFAN0009	Nawet siekierą nie mogę go wgnieść.
	
	
;//////////////////////////////////////////////////////////////////////	
;11 - THE WHITE CHAMBER"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
WCHAMB0001	Szyb
WCHAMB0002	Artefakt
WCHAMB0003	Ciało
WCHAMB0004	Sprzęt
	
;Look at artefact"	
WCHAMB0005	A więc to to. To jest Artefakt. Nie wiem, co powiedzieć.
;Touch artefact"	
WCHAMB0006	Jest ciepły i wibruje. Nie przypomina maszyny.
	
;Look at body before endgame"	
WCHAMB0007	Jego twarz... biedny gość! Co mu się do diabła stało?
;Look at body after endgame"	
WCHAMB0008	To ja zrobiłam... Ja go zabiłam! Ja wpuściłam tu truciznę i patrzyłam jak umiera. Był ostatni i wtedy to wydawało się tak proste - odebrać mu życie.
;End game text #01"	
WCHAMB0009	Witaj Saro. A więc znowu tu jesteśmy. Tym razem sytuacja się odwróciła. O ile pamiętam, ostatnio to ja byłem uwięziony mając nadzieję na litość.
;End game text #02"	
WCHAMB0010	Zależało mi na tobie, dałem się zwieść twoim fałszywym uśmiechom. I za to, stałem się tym paskudztwem na podłodze, o tam.
;End game text #03"	
WCHAMB0011	Zaczynasz rozumieć Saro? Co mi zrobiłaś... Co nam wszystkim zrobiłaś? Cena, którą zapłaciliśmy za twoją obsesję władzy.
;End game text #04"	
WCHAMB0012	Hm, przynajmniej mogę powiedzieć, że zrobiłem to, czego ty nie dałaś rady. Artefakt mi odpowiedział. Moja krew, moja nienawiść i moje pragnienie kary go aktywowały.
;End game text #05"	
WCHAMB0013	Wyzwoliłem moc, za którą zabijałaś, teraz oboje jesteśmy uwięzieni w tym przeklętym cyklu. Wieczny koszmar, ciągnący się bez końca aż zasłużysz na odkupienie.
;End game text #06"	
WCHAMB0014	Jestem twoim sędzią i spojrzałem w głąb twojej duszy. Dostałaś kolejną szansę by, być może, odkupić swoje błędy.
;End game text #07"	
WCHAMB0015	Dano Ci szansę zacząć od nowa, czy okazałaś współczucie i żal? Czy po raz kolejny pokazałaś samolubne dążenie ku własnym celom?
;End game text #08"	
WCHAMB0016	Kiedy będziemy decydować o twoim losie, przypomisz sobie... przypomnisz sobie, co mi zrobiłaś.
;End game text #09"	
WCHAMB0017	Dokonało się. Zatoczyliśmy pełen krąg, z powrotem tam gdzie się kończy i zaczyna. Zadecydowaliśmy. Jedyne, co Ci pozostaje to opuścić to miejsce... natychmiast!
;End game text #10"	
WCHAMB0018	Kapsuła ratunkowa jest w magazynie, została otwarta, w środku znajdziesz nasze orzeczenie. Po drodze wszystko sobie przypomnisz. Co zrobiłaś, aby na to zasłużyć.
;End game text #11"	
WCHAMB0019	Żegnaj Saro... Mam nadzieję, że nigdy więcej nie będziemy musieli się spotkać.
;Optional end game text. Only shown if player has good ending"	
WCHAMB0025	Zmieniłem orbitę stacji. W ciągu godziny rozbije się o najbliższą planetę.
;Touch body after endgame"	
WCHAMB0020	Wciąż jest ciepły. Nie mogę go ruszyć. Jakby jego krew stopiła się z artefaktem. Nie mogę uwierzyć, że naprawdę to zrobiłam.
	
;Look at equipment #1"	
WCHAMB0021	Ta maszyna zdaje się monitorować radiację artefaktu.
;Use equipment #1"	
WCHAMB0022	Artefakt zdaje się mieć wyjątkowo dziwne odczytu radiacji..
	
;Look at equipment #2"	
WCHAMB0023	To urządzenie wykonuje dogłębną analizę strukturalną.
;Use equipment #2"	
WCHAMB0024	Nie wydaje się dawać żadnych przydatnych odczytów.
	
;//////////////////////////////////////////////////////////////////////	
;12 - NAVIGATION ROOM (BLEEDING)"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
NBLEED0001	Stworzenie
	
;//////////////////////////////////////////////////////////////////////	
;13 - MED BAY (DROID)"	
;//////////////////////////////////////////////////////////////////////	
	
;Action descriptions (chamber refers to quarantine chamber)"	
MEDBDR0001	Otwórz Drzwi
MEDBDR0002	Otwórz Izolatkę
MEDBDR0003	Zgaś Ogień
	
;Droid responses"	
MEDBDR0004	Brak autoryzacji by odpieczętować izolatkę.
MEDBDR0005	Jednostka niewyposażona w gaśnicę.
MEDBDR0006	Drzwi zostały zapieczętowane z powodu zagrożenia pożarowego.
	
;//////////////////////////////////////////////////////////////////////	
;14 - LIVING ROOM (GRATED)"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
LGRATE0001	Drzwi
	
;//////////////////////////////////////////////////////////////////////	
;15 - CORRIDOR"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
CORRID0001	Ścieżka
CORRID0002	Oko
CORRID0003	Ciało
	
;Look at body"	
CORRID0004	Bezgłowe ciało... jest... ukrzyżowane do góry nogami... Czy ja jestem w piekle?
;Try to touch body"	
CORRID0005	Cieszę się, że oddziela mnie od tego ta siatka.
	
;Look at eye"	
CORRID0006	O cholera... Czy ja tu zginę?
;Try to touch eye"	
CORRID0007	Trzymaj to cholerstwo z dala ode mnie!
	
;//////////////////////////////////////////////////////////////////////	
;16 - COMPUTER ROOM (BLOODY)"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
CBLOOD0001	Rura
CBLOOD0002	Ręka
CBLOOD0003	Drzwi
CBLOOD0004	Panel
CBLOOD0005	Ciało
	
;Look at severed arm"	
CBLOOD0006	Oderwana ręka.
;Take severed arm"	
CBLOOD0007	Kolejna ręka, to jest absolutnie chore...
	
;Look at body chamber"	
CBLOOD0008	Tam jest ktoś uwięziony. Gdybym tylko mogła jakoś zbić tą komorę.
;Break body chamber"	
CBLOOD0009	Szkło za twarde żeby rozbić je rękoma.
;Axe body chamber"	
CBLOOD0010	Cholera, musi być jakoś wzmocnione.
	
;Look at cleaning control"	
CBLOOD0011	To jest kontrola awaryjnego oczyszczania komory.
;After control used #1"	
CBLOOD0012	O cholera! Próbowałam mu pomóc... Tak mi przykro...
;After control used #2"	
CBLOOD0013	To brzmi jakby coś zaklinowało się w rurach. Co ja zrobiłam?
;Use control after body flushed"	
CBLOOD0014	Pojemnik jest już pusty, nie byłoby sensu w ponownym czyszczeniu go.
	
;Look at pipe with arm in it"	
CBLOOD0015	W środku jest ręka, musi należeć do tego faceta. Czemu mam wrażenie, że to nie jest przypadek?
;Try to break pipe with hands"	
CBLOOD0016	Nie mogę rozerwać tej rury rękoma.
	
;//////////////////////////////////////////////////////////////////////	
;17 - NAVIGATION ROOM (CHASM)"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
NCHASM0001	Przepaść
NCHASM0002	Drzwi
	
;Look at chasm"	
NCHASM0003	Nie widzę dna. Gdzie ja do diabła jestem?
;Use chasm"	
NCHASM0004	Nie zaryzykuję schodzenia tam.
	
;//////////////////////////////////////////////////////////////////////	
;18 - FREEZER"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
FREEZE0001	Zwisające Mięso
FREEZE0002	Zamrażarka
FREEZE0003	Drzwi
FREEZE0004	Noga
FREEZE0005	Uwięzione Ciało
FREEZE0006	Zamarzający Człowiek
	
;Look at closed freezer"	
FREEZE0007	To duża chłodnia.
;On opening freezer and finding shivering body inside"	
FREEZE0008	Co u diabła?
	
;Look at leg"	
FREEZE0009	Noga spod czegoś wystaje, cokolwiek u diabła to jest. 
;Try to take leg"	
FREEZE0010	Jeśli potrzebuję tej nogi… będę musiała ją uciąć.
;Try to scalpel leg"	
FREEZE0011	Nie, nie przetnie się przez kość.
;Axe leg off"	
FREEZE0012	Świetnie… teraz mam odciętą nogę.
	
;Look at freezing man"	
FREEZE0013	Wygląda na to, że zamarza. Może mogłabym go ogrzać?
;Use blanket on man"	
FREEZE0014	Niezła myśl, ale nie pomoże mu to już w tym stadium.
;Use dr salt on man"	
FREEZE0015	Już i tak jest zmarznięty. Nie sądzę żeby chłodny napój mu pomógł.
;After player has touchd man and room has transformed"	
FREEZE0016	O mój Boże, tego się wręcz nie da opisać.
	
;Look at meat"	
FREEZE0017 Świerze, zwisające mięso. Nie wiem czy jadalne.
;Try to take meat"	
FREEZE0018	To jest pewnie cięższe ode mnie. Poza tym, surowe mięso nie jest w moim guście.
;Axe down meat"	
FREEZE0019	Pewnie dałabym radę odrąbać kawał mięsa, ale i tak nie chciałabym go ze sobą taszczyć.
;Use scalpel on meat"	
FREEZE0020	Może, jeśli później zgłodnieję to odkroję sobie pokaźny kawałeczek. Jednak teraz naprawdę nie chcę.
	
;Look at trapped corpse"	
FREEZE0021	Wygląda na to, że ciało jest uwięzione pod warstwą tego czegoś. Mam nadzieję, że dla jego własnego dobra już nie żyje..
;Touch trapped corpse"	
FREEZE0022	Z czego to jest zrobione? W dotyku różni się od plastiku. 
;Axe trapped corpse"	
FREEZE0023	Nawet ta siekiera tego nie rozerwie, to nie ma sensu.
;Use scalpel on meat"	
FREEZE0024	Skalpel tego nawet nie zarysuje, nie mam pojęcia, z czego to jest zrobione.
	
	
;//////////////////////////////////////////////////////////////////////	
;19-26 - NORMAL STATION ROOMS"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
NORMAL0001	Drzwi
NORMAL0002	Grzejnik
NORMAL0018	Ścieżka
NORMAL0005	Prysznic
NORMAL0009	Konsola
NORMAL0013	Panel Podłogowy
NORMAL0017	Kapsuła Ratunkowa
	
;Look at fan"	
NORMAL0003	Wrzuciłam dr Goodwina do wentylatora. Nawet nie musiałam tego robić, ale wydawało mi się, że był na moim tropie. Ciągle prosił dowódcę o pozbycie się Artefaktu.
;Touch fan"	
NORMAL0004	Po tym, co zrobiłam Goodwinowi byłabym głupia podchodząc bliżej.
	
;Look at shower #1"	
NORMAL0006	Dowódca Trend nie dał mi wyboru. Zostaliśmy tylko ja, on i Artur w tym momencie. Nie ufał szpiegowi, ale nie wierzył, że to on był zabójcą.
;Look at shower #2"	
NORMAL0007	Myślę, że zobaczył to w moich oczach… więc zabrałam jego.
;Touch shower"	
NORMAL0008	Nie chcę spoglądać do środka.
	
;Look at console #1"	
NORMAL0010	Dick Lee był pierwszy. Był moim asystentem badawczym. Myślał, że artefakt jest zbyt niebezpieczny żebyśmy nad nim sami pracowali.
;Look at console #2"	
NORMAL0011	Kłóciliśmy się, bo chciał całego zespołu pomocników. Powiedziałam mu, że sobie poradzimy. Nie miałam na myśli... Wiedziałam, ze nigdy by nie zrozumieli.
;Touch shower"	
NORMAL0012	Nie sprostałabym widokowi jego zwłok, jeśli wciąż tam są.
	
;Look at floor panel #1"	
NORMAL0014	Wyles sprawdzał zapisy wideo, kiedy go dopadłam. Było oczywiste, że znalazłby ciało Dicka w konsoli nawigacyjnej.
;Look at floor panel #2"	
NORMAL0015	Dicka zabiłam przypadkiem, więc pewnie w tym momencie sprawy wyrwały się z pod kontroli. Byłam w potrzasku. Jedynym, o czym mogłam myśleć był ten przeklęty Artefakt.
;Touch floor panel"	
NORMAL0016	Już za późno. Nie chcę widzieć, co tam jest.
	
;//////////////////////////////////////////////////////////////////////	
;27 - STORE ROOM (MES)"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
STOMES0001	Lewo
STOMES0002	Materiały Wybuchowe
STOMES0003	Drzwi
STOMES0004	Konsola MES
STOMES0005	Wyjdź
	
;Look at console"	
STOMES0006	KONSOLA MES NA KTÓREJ GRAM.
;Use console"	
STOMES0007	NIE WIDZĘ PRZYCISKÓW DO JEJ WYŁĄCZENIA.
	
;Look at explosive"	
STOMES0008	TO MATERIAŁY WYBUCHOWE… WYGLĄDAJĄ NIEBEZPIECZNIE.
;Use explosive"	
STOMES0009	NIE MOGĘ WZIĄĆ WIĘCEJ PRZEDMIOTÓW.
	
;Walk to freezer door"	
STOMES0010	DZRWI SĄ ZAMKNIĘTE.
;Look at freezer door"	
STOMES0011	DRZWI CHŁODNI.
;Use freezer door"	
STOMES0012	NIE WIDZĘ RĄCZKI, JEST ZBYT ROZPIKSELOWANA!
	
;Try to leave room"	
STOMES0013	EKRAN SIĘ NIE PRZESUWA. WYGLĄDA NA TO, ŻE JESTEM TUTAJ UWIĘZIONA! MUSZĘ ZNALEŹĆ INNY SPOSÓB NA SKOŃCZENIE TEJ GRY.
	
;On entering MES room"	
STOMES0014	Co się u diabła dzieje? Nie mów mi, że jestem wewnątrz gry!
	
;//////////////////////////////////////////////////////////////////////	
;28 - DEBUG ROOM"	
;//////////////////////////////////////////////////////////////////////	
	
;Room Regions"	
DEBUGR0001	Korytarz
DEBUGR0002	Krwawe Pomieszczenie Nawigacyjne
DEBUGR0003	Początek Gry
DEBUGR0004	Panel Droidów
DEBUGR0005	Biała Komnata
DEBUGR0006	Prysznic
DEBUGR0007	Chłodnia
DEBUGR0008	Izba Chorych
DEBUGR0009	Normalna Stacja
DEBUGR0010	Pomieszczenie Testowe
	
;Warning message"	
DEBUGR0011	Witaj w pomieszczeniu testowym Białej Komnaty. Zostawiliśmy ten pokój żebyś mógł zobaczyć jak mniej więcej wyglądało tworzenie tej gry.
DEBUGR0012	Gra w tym pokoju nie jest zalecana. Został stworzony tylko w celu testowania pewnych aspektów gry.
	
;//////////////////////////////////////////////////////////////////////	
;29 - COMEDY ENDING"	
;//////////////////////////////////////////////////////////////////////	
	
;Okay this is going to be quite difficult to translate into any language."	
;The comedy ending is meant to be surrealist humor and makes very little sense in English"	
;so I don't know how well it will go into other languages. So just do your best really."	
	
;All the character shout surprise to reveal the whole game has been a surprise birthday prank"	
COMEDY0001	NIESPODZIANKA!!!                   
;The doctor is explaining it's been a well planned party"	
COMEDY0002	Planowaliśmy to przyjęcie niespodziankę w najgłębszej tajemnicy.
;The captain is meant to sound very dumb"	
COMEDY0003	Ho Ho... Lubię świece. Ho ho ho...
;This character is very excitable. Meant to be a bit like Beavis and Butthead"	
COMEDY0004	Ta! Ta! Świece!
;The doctor is talking about cutting the cake in very overly scientific manner."	
COMEDY0005	Przyniosłem kątomierz, dzięki któremu z naukową precyzją pokroimy ciasto.
;This character talks in bad japanese accent and only talks about Japan"	
COMEDY0006	Niczym japoński ninja.
;Again the captain makes a dumb comment"	
COMEDY0007	Jeszcze nigdy nie byłem w Japonii. Ho ho ho ho ho...
;The excitable guy is eager for food"	
COMEDY0008	Ja pitole! Krój to ciasto! No krój wreszcie to ciasto, stary draniu!
;Another pointless japanese comment"	
COMEDY0009	Niczym japoński samuraj.
;The dumb captain is sad about no one attending his birthday."	
COMEDY0010	Jaka szkoda, że nikt nie pojawił się na moich urodzinach. Ho ho oooooh...
;The doctor says this is because his birthday couldn't be divided by the mathematical value pi"	
COMEDY0011	A zatem, drogi głupcze. To dlatego, że twoje urodziny wypadają w dniu nie podzielnym przez pi.
;This all ends on a bad pun. The excitable guy assumes the doctor was talking about pie (instead of pi)"	
;and comments it's a cake not a pie."	
COMEDY0012	To nie żadna pomerdana pita! To pieprzone ciasto! Ty półgłówku! Twoja stara!
	
;//////////////////////////////////////////////////////////////////////	
;30 - ENDING SCREEN"	
;//////////////////////////////////////////////////////////////////////	
	
;Interface message"	
ENDING0001	Dziękujemy za grę...
ENDING0002	Wyjdź
ENDING0003	Opuść Grę.
	
;Ending descriptions"	
ENDING0004	Ścierpiałeś 'potępione' zakończenie.
ENDING0005	Zasłużyłeś na 'odkupione' zakończenie.
ENDING0006	Przetrwałeś 'udręczone' zakończenie.
ENDING0007	Zostałeś zażenowany przez 'komediowe' zakończenie.
ENDING0008	Oczekujesz na 'rozkładające się' zakończenie.
ENDING0009	Zaciągnąłeś się 'jadowitym' zakończeniem.
ENDING0010	Spadłeś w 'próżniowe' zakończenie.
ENDING0011	Nie udało Ci się uciec 'porażającemu' zakończeniu.
	
;Easter eggs"	
ENDING0012	Spróbuj wprowadzić kod kontroli droidów zanim odkryjesz notatkę.
ENDING0013	Spróbuj użyć konsoli MES trzy razy.
ENDING0014	Spróbuj wcisnąć HOME żeby dostać się do 'komnaty twórców'
ENDING0015	Spróbuj klawiszy F10 i F11 żeby przełączać się pomiędzy alternatywnymi interfejsami prawego kliknięcia myszy.
	
	
	
;//////////////////////////////////////////////////////////////////////	
;A1 - ITEM TEXT"	
;//////////////////////////////////////////////////////////////////////	
	
;Looks at axe"	
ANITEM0001	To ostra siekiera, powinna być przydatna.
;Touch axe"	
ANITEM0002	Mogłabym się nią zranić. Muszę uważać!
	
;Look at batteries"	
ANITEM0003	Baterie przemysłowe. Bardzo potężne. Wiem coś o tym.
;Touch batteries"	
ANITEM0004	Chyba już starczy kopania się prądem.
	
;Look at blanket"	
ANITEM0005	Wygodny koc.
;Touch blanket"	
ANITEM0006	Jest miękki i gąbczasty. Ale śmierdzi...
	
;Look at brown envelope"	
ANITEM0007	Coś jest w środku.
;Open brown envelope"	
ANITEM0008	W środku była kaseta wideo.
	
;Look at video disc"	
ANITEM0009	To standardowy, zapisany dysk wideo. Dysk Microcosm, co? To się nazywa jakość.
;Use video disc"	
ANITEM0010	Będę potrzebowała odpowiedniego ekranu żeby to odtworzyć.
	
;Look at Dr Salt"	
ANITEM0011	To czerwonawa puszka napoju gazowanego
;Use Dr Salt"	
ANITEM0012	Wypiłabym to, ale śmierdzi trochę jak zdechła ryba.
	
;Look at explosive"	
ANITEM0013	Jest oznaczone, jako wysoko-wybuchowe.
;Use explosive"	
ANITEM0014	Pobaw się zapałkami to się sparzysz. Pobaw się tym... nawet nie chcę o tym myśleć.
	
;Look at extinguisher"	
ANITEM0015	Nieporęczna gaśnica..
;Use extinguisher"	
ANITEM0016	Nie ma tu ognia, nie będę jej marnować.
	
;Look at eyes"	
ANITEM0017	Para wyrwanych oczu. Wyglądają tak żywo.
;Use eyes"	
ANITEM0018	Boję się dotknąć własnych oczu, a co dopiero tych.
	
;Look at head"	
ANITEM0019	Oderwana głowa, nie ma oczu.
;Use head"	
ANITEM0020	Wciąż jest trochę wilgotna od tego prysznica i ten zapach…
	
;Look at ID card"	
ANITEM0021	To karta identyfikacyjna używana w skanerach DNA.
;Use ID card"	
ANITEM0022	Naprawdę nie mogę z nią wiele zrobić bez skanera.
	
;Look at laser cutter"	
ANITEM0023	To laserowy przecinak w kształcie pistoletu, nie działa.
;Use laser cutter"	
ANITEM0024	Nie ma baterii.
	
;Look at left arm"	
ANITEM0025	Oderwana ręka... Świetnie!
;Use left arm"	
ANITEM0026	Niewiele mogę z nią zrobić.
	
;Look at leg"	
ANITEM0027	Noga, którą odcięłam w chłodni.
;Use leg"	
ANITEM0028	Wciąż jest trochę zimna.
	
;Look at mirror"	
ANITEM0029	Błyszczące lustro.
;Use mirror"	
ANITEM0030	Wygląda na gładkie, nie chcę go ubrudzić.
	
;Look at note"	
;IMPORTANT NOTE: In English the first letters of the words Patience While You Grill Bacon Rind"	
;correspond to Purple White Yellow Green Blue Red on the droid control computer. You will need"	
;a nonsensical message that has words starting with the same letter as the words for those"	
;colours in your language for the riddle to work. I'm not sure how best to handle this in pictorial"	
;languages like Chinese/Japanese."	
ANITEM0031	To ta notatka, którą znalazłam, napisano na niej: 'Faktem Będzie Żeton Zrobiony Nicią Ciekłą'. To dosyć dziwne. Ciekawe, co to może znaczyć.
;Use note"	
ANITEM0032	Zrobiłabym z niej zgrabny samolocik, ale może będę jej później potrzebować.
	
;Look at override key"	
ANITEM0033	To klucz awaryjny.
;Use override key"	
ANITEM0034	Muszę znaleźć moduł, do którego będzie pasować.
	
;Look at right arm"	
ANITEM0035	Ludzka ręka.
;Use right arm"	
ANITEM0036	Jest dosyć mięka
	
;Look at sample dish"	
ANITEM0037	Jakaś próbka tkanki w szczelnym pojemniczku. Na etykietce napisano 'Dowódca Trend'. Takie rzeczy są raczej rzadkie.
;Use sample dish"	
ANITEM0038	Nie zaryzykuję otwarcia jej i zepsucia próbki.
	
;Look at scalpel"	
ANITEM0039	To tępy i rdzewiejący skalpel.
;Use scalpel"	
ANITEM0040	Nie jest ostry, ale wciąż powinnam być ostrożna. Kto wie, do czego ostatnio go używano?
	
;Look at steel box"	
ANITEM0041	Stalowa skrzynka, która zdaję się być zapieczętowana.
;Use steel box"	
