CONFIG0001	true
; Eye box regions
MEDBAY0014	Esci
MEDBAY0015	Occhi

; Filing cabinet regions
MEDBAY0016	Esci
MEDBAY0017	Cassetti
MEDBAY0018	Cassetto rotto
MEDBAY0019	Busta

; Look at bed with full body
MEDBAY0020	Bene, è tutto qui... ma non so neanche perché io abbia fatto una cosa del genere. Lui sembra così freddo.

; Look at bed with partial body
MEDBAY0021	Le parti del corpo sembrano combaciare perfettamente con la superficie del letto.

; Look at bed with full body under blanket
MEDBAY0022	È meno angosciante con la coperta sopra. Forse dovrei lasciarlo in pace.

; Look at bed with nothing on it
MEDBAY0023	È un letto con impressa la sagoma di un corpo bruciato.

; Use bed with body parts on it
MEDBAY0024	Il letto è già occupato in qualche modo.

; Use bed with nothing on it
MEDBAY0025	Non penso che riuscirei a dormire anche se lo volessi.

; Use eyes on bed without head
MEDBAY0026	Non so dove mettere gli occhi. E perché diavolo lo sto facendo, poi?

; Complete body message #1
MEDBAY0027	Ecco, è completo!
; Complete body message #2
MEDBAY0028	... ... ... ... Non accade nulla ...
; Complete body message #3
MEDBAY0029	Non so cosa mi sarei potuta aspettare. Cosa mi sta facendo questo posto? Perché ho portato qui tutti questi pezzi di cadavere?

; Use blanket on complete body
MEDBAY0030	Ecco, penso che così sia più rispettoso.
; Use blanket on incomplete body
MEDBAY0031	Non è ancora completo.

; Use Dr Salt on complete body
MEDBAY0032	Neanche il Dr. Salt può aiutarlo ora.
; Use Dr Salt on incomplete body
MEDBAY0033	Non voglio che si inzuppino le lenzuola.

; Look at body in quarantine chamber
MEDBAY0034	Quelle parti di cadavere... come sono arrivate là dentro?

; After players has become trapped in quarantine chamber
MEDBAY0035	Sono in trappola!

; Try to touch body in chamber
MEDBAY0036	Non posso arrivare là dentro.

; Look at broken drawer
MEDBAY0037	La serratura di questo cassetto è rotta.

; Look at locked drawer
MEDBAY0038	La maggior parte dei cassetti è chiusa. E non sembra esserci un modo per aprirli.
; Try to open locked drawer
MEDBAY0039	Sono sorprendentemente solidi. Dubito di poter riuscire a scassinarli.
; Try to axe locked drawer
MEDBAY0040	Questo non mi aiuterà ad aprirli. Finirò soltanto per danneggiare la superficie.
; Try to scalpel locked drawer
MEDBAY0041	Credo che la serratura sia leggermente più sofisticata di così.

; Look at brown envelope
MEDBAY0042	Una busta marrone con qualcosa all’interno.

; Look at power compartment
MEDBAY0043	C’è uno scomparto sotto l’unità laser.
; Put batteries in compartment
MEDBAY0044	Ha funzionato, ora il laser dovrebbe essere alimentato.

; Look at video disc
MEDBAY0045	Un videodisco registrato.

; Try to take video disc in quarantine chamber
MEDBAY0046	Non posso entrare nella camera.

; Look at eyes in box
MEDBAY0047	È disgustoso! Che razza di malato bastardo può avere chiuso due occhi in una scatola?

; Look at filing cabinet
MEDBAY0048	È un archivio.

; Look at medical laser
MEDBAY0049	È un laser per uso medico.
; Try to fire laser into fridge
MEDBAY0050	Non voglio rischiare di colpire il frigo con questo. Non so cosa potrebbe accadere, ma dubito che potrei guadagnarci qualcosa.
; Try to fire unpowered laser
MEDBAY0051	Non funziona. Potrebbe dipendere dall’alimentazione. 
; Box unsealed using laser
MEDBAY0052	Il laser ha tagliato il sigillo del contenitore. Spero non abbia danneggiato anche il contenuto. Qualsiasi cosa sia…

; Look at quarantine panel
MEDBAY0053	Un pannello a controllo vocale che comanda la camera di quarantena.
; Use quarantine panel
MEDBAY0054	Funziona solamente con la voce di un dottore autorizzato. Non riuscirò mai a usarlo.
; Use head with quarantine panel
MEDBAY0055	Sembra che non parletà. Immagino abbia già pronunciato le sue ultime parole.

; Look at shower unit
MEDBAY0056	È un’unità doccia standard.
; Try to use shower unit
MEDBAY0057	Penso sia rotta. Non riesco ad aprirla.
; Try to use shower unit from outside quarantie chamber
MEDBAY0058	Non posso entrare nella camera.

; Look at opened metal box
MEDBAY0059	Il laser ha tagliato perfettamente l’apertura della scatola.

; Look at wall in quarantine chamber
MEDBAY0060	C’è qualcosa inciso nello sporco.
; SUBTITLE - Wall message 1
MEDBAY0061	Vuoi uscire?
; SUBTITLE - Wall message 2
MEDBAY0062	E rischiare di estendere il contagio?
; SUBTITLE - Wall message 3
MEDBAY0063	Esci... Accetta le conseguenze!


; //////////////////////////////////////////////////////////////////////
; 09 - BEACH
; //////////////////////////////////////////////////////////////////////

; Room regions
ABEACH0001	Porta
ABEACH0002	Mare
ABEACH0003	Foresta

; Look at forest
ABEACH0004	Sono certamente alberi veri… ma com’è possibile?
; Use forest
ABEACH0005	Non posso farmi strada lì dentro. La vegetazione è troppo fitta.

; Look at sea
ABEACH0006	Sembrerebbe proprio il mare. Cosa sta succedendo?
; Use sea #1
ABEACH0007	Sembra davvero acqua... Non capisco come sia possibile tutto ciò. Ero su una stazione spaziale…
; Use sea #2
ABEACH0008	Forse potrei nuotare lontano da qui, ma all’orizzonte non sembra esserci nulla verso cui dirigermi.


; //////////////////////////////////////////////////////////////////////
; 10 - FAN ROOM
; //////////////////////////////////////////////////////////////////////

; Room regions
THEFAN0001	Condotto di ventilazione
THEFAN0002	Trivella
THEFAN0003	Porta


; Look at grinder
THEFAN0004	È una specie di trivella.
; Touch grinder
THEFAN0005	È coperta da una sostanza viscida, cos’è questa roba?

; Walk into sealed vent
THEFAN0006	È chiusa, non posso passare.

; Look at vent
THEFAN0007	Chissà se questo condotto di ventilazione può portarmi sotto il tubo dell’ascensore.
; Use vent
THEFAN0008	Non riesco a rimuovere la grata.
; Use axe on vent
THEFAN0009	Nemmeno l’ascia riesce a scalfirlo.

; //////////////////////////////////////////////////////////////////////
; 11 - THE WHITE CHAMBER
; //////////////////////////////////////////////////////////////////////

; Room regions
WCHAMB0001	Tubo
WCHAMB0002	Artefatto
WCHAMB0003	Corpo
WCHAMB0004	Strumentazione

; Look at artefact
WCHAMB0005	E così sarebbe questo. L’artefatto. Non so cosa dire.
; Touch artefact
WCHAMB0006	È caldo e vibra. Non sembra un macchinario.

; Look at body before endgame
WCHAMB0007	Il suo volto... povero ragazzo! Cosa diavolo gli è accaduto?
; Look at body after endgame
WCHAMB0008	Io ho fatto questo... L’ho ucciso! Ho rilasciato una tossina qui dentro e l’ho osservato mentre moriva. Lui era l’unico rimasto in vita e a quel punto è stato fin troppo semplice porre fine alla sua esistenza.
; End game text #01
WCHAMB0009	Ciao Sarah. E così ci incontriamo di nuovo. Sembra che ora la situazione si sia capovolta. Se ricordo bene, l’ultima volta ero io ad essere intrappolato qui dentro, implorando pietà.
; End game text #02
WCHAMB0010	Tenevo a te, ho abboccato ai tuoi falsi sorrisi. E per cosa? Per diventare questo ammasso che vedi sul pavimento.
; End game text #03
WCHAMB0011	Cominci a capire ora, Sarah? Cosa mi hai fatto… cosa hai fatto a tutti noi? Il prezzo che abbiamo pagato a causa della tua ossessione per il potere dell’artefatto.
; End game text #04
WCHAMB0012	Hmpf, almeno posso dire di essere riuscito a fare ciò in cui tu hai fallito. L’artefatto ha risposto a me. Il mio sangue, il mio odio e il mio desiderio di vendetta l’hanno attivato.
; End game text #05
WCHAMB0013	Io ho liberato il potere per cui tu hai ucciso, e ora siamo entrambi intrappolati qui, in un ciclo maledetto. Un incubo senza fine, che continuerà all’infinito finchè ti guadagnerai la salvezza.
; End game text #06
WCHAMB0014	Io sono il tuo giudice. E ho scrutato nella tua anima. Ti è stata data un’altra possibilità per redimerti delle tue azioni.
; End game text #07
WCHAMB0015	Ricominciando da capo, hai avuto compassione e rimorso? O ancora una volta hai dimostrato di perseguire unicamente il tuo fine?
; End game text #08
WCHAMB0016	Mentre noi prepariamo il verdetto, tu dovrai ricordare... ricorda cosa mi hai fatto.
; End game text #09
WCHAMB0017	Fatto. Abbiamo compiuto l’intero ciclo, fino al punto dove tutto questo comincia e finisce. Abbiamo preso la nostra decisione. Tutto ciò che ti rimane da fare è andare via… ora!
; End game text #10
WCHAMB0018	La capsula di salvataggio nel magazzino è stata sbloccata e al suo interno troverai la nostra sentenza. Lungo la tua strada dovrai ricordare tutto. Cosa hai fatto per meritarti questo.
; End game text #11
WCHAMB0019	Addio Sarah... Spero non ci incontreremo mai più.

; Optional end game text. Only shown if player has good ending
WCHAMB0025	Ho cambiato l’orbita della stazione. Si schianterà contro il pianeta più vicino nel giro di un’ora.

; Touch body after endgame
WCHAMB0020	È ancora caldo. Non riesco a muoverlo. È come se il suo sangue si fosse fuso con l’artefatto. Non posso credere di aver fatto veramente tutto questo.

; Look at equipment #1
WCHAMB0021	L’apparecchio sembra monitorare ogni segnale che giunge dall’artefatto.
; Use equipment #1
WCHAMB0022	Sembra che abbia captato delle strane radiazioni emesse dall’artefatto.

; Look at equipment #2
WCHAMB0023	Questa apparecchiatura sta eseguendo un’accurata analisi strutturale.
; Use equipment #2
WCHAMB0024	Non sembra stia producendo alcun risultato concreto.

; //////////////////////////////////////////////////////////////////////
; 12 - NAVIGATION ROOM (BLEEDING)
; //////////////////////////////////////////////////////////////////////

; Room regions
NBLEED0001	Essere

; //////////////////////////////////////////////////////////////////////
; 13 - MED BAY (DROID)
; //////////////////////////////////////////////////////////////////////

; Action descriptions (chamber refers to quarantine chamber)
MEDBDR0001	Apri porta
MEDBDR0002	Apri camera
MEDBDR0003	Spegni fuoco

; Droid responses
MEDBDR0004	Non autorizzato a infrangere protocollo di quarantena.
MEDBDR0005	Unità non equipaggiata per soppressione fuoco.
MEDBDR0006	Porta chiusa, causa incendio.

; //////////////////////////////////////////////////////////////////////
; 14 - LIVING ROOM (GRATED)
; //////////////////////////////////////////////////////////////////////

; Room regions
LGRATE0001	Porta

; //////////////////////////////////////////////////////////////////////
; 15 - CORRIDOR
; //////////////////////////////////////////////////////////////////////

; Room regions
CORRID0001	Passaggio
CORRID0002	Occhio
CORRID0003	Corpo

; Look at body
CORRID0004	Un corpo decapitato...è...crocefisso al contrario...Sono all’inferno?
; Try to touch body
CORRID0005 Sono felice che ci sia una barriera che mi tiene ben distante.

; Look at eye
CORRID0006	Oh merda... morirò qui dentro?
; Try to touch eye
CORRID0007	Tieni quella roba lontana da me!

; //////////////////////////////////////////////////////////////////////
; 16 - COMPUTER ROOM (BLOODY)
; //////////////////////////////////////////////////////////////////////

; Room regions
CBLOOD0001	Condotto
CBLOOD0002	Braccio
CBLOOD0003	Porta
CBLOOD0004	Pannello
CBLOOD0005	Corpo

; Look at severed arm
CBLOOD0006	Un braccio mozzato.
; Take severed arm
CBLOOD0007	Un altro braccio. È a dir poco disgustoso…

; Look at body chamber
CBLOOD0008	C’è qualcuno intrappolato là dentro. Se solo potessi forzare l’apertura della camera.
; Break body chamber
CBLOOD0009	È troppo forte per essere forzata con le mani.
; Axe body chamber
CBLOOD0010	Dannazione, la camera dev’essere rinforzata.

; Look at cleaning control
CBLOOD0011	Questo è il controllo per il sistema di pulizia di emergenza del contenitore.
; After control used #1
CBLOOD0012	Oh merda! Volevo tentare di aiutarlo... Sono mortificata…
; After control used #2
CBLOOD0013	Sembra che qualcosa si sia incastrata nei condotti. Cosa ho combinato?
; Use control after body flushed
CBLOOD0014	Il contenitore è vuoto ora, non ci sarebbe motivo di ripulirlo.

; Look at pipe with arm in it
CBLOOD0015	C’è un braccio incastrato là dentro, doveva appartenere a quel ragazzo. Perché ho la sensazione che questa non sia una coincidenza?
; Try to break pipe with hands
CBLOOD0016	Non posso rompere il tubo con le mani.

; //////////////////////////////////////////////////////////////////////
; 17 - NAVIGATION ROOM (CHASM)
; //////////////////////////////////////////////////////////////////////

; Room regions
NCHASM0001	Voragine
NCHASM0002	Porta

; Look at chasm
NCHASM0003	Non si vede il fondo! Dove diavolo sono finita?
; Use chasm
NCHASM0004	Non voglio rischiare arrampicandomi laggiù.

; //////////////////////////////////////////////////////////////////////
; 18 - FREEZER
; //////////////////////////////////////////////////////////////////////

; Room regions
FREEZE0001	Carne appesa
FREEZE0002	Congelatore
FREEZE0003	Porta
FREEZE0004	Gamba
FREEZE0005	Corpo intrappolato
FREEZE0006	Uomo congelato

; Look at closed freezer
FREEZE0007	È un grosso congelatore.
; On opening freezer and finding shivering body inside
FREEZE0008	Cosa diavolo...?

; Look at leg
FREEZE0009	C’è una gamba che spunta fuori da quella diavolo di roba.

; Try to take leg
FREEZE0010	Se voglio la gamba... Dovrò tagliarla.
; Try to scalpel leg
FREEZE0011	No, non riuscirebbe a tagliare l’osso.
; Axe leg off
FREEZE0012	Grande... ora ho una gamba mozzata.

; Look at freezing man
FREEZE0013	Sembra che stia congelando. Forse potrei cercare di riscaldarlo?
; Use blanket on man
FREEZE0014	Un pensiero carino, ma probabilmente non lo aiuterebbe a questo punto.
; Use dr salt on man
FREEZE0015 Sembra già abbastanza freddo. Non penso che una bibita ghiacciata sia ciò di cui ha bisogno.

; After player has touchd man and room has transformed
FREEZE0016	Oh mio dio, non ho parole.

; Look at meat
FREEZE0017	Carne fresca penzolante. Sembra vagamente commestibile.
; Try to take meat
FREEZE0018	Questa roba probabilmente pesa molto più di me. E comunque la carne al sangue non mi piace.
; Axe down meat
FREEZE0019	Probabilmente così riuscirei a tirarla giù, ma sinceramente non voglio portarmela dietro.
; Use scalpel on meat
FREEZE0020	Se fossi affamata, magari più tardi potrei usare il bisturi per tagliarmene un bel pezzo. Ora però non ne voglio neanche un po’.

; Look at trapped corpse
FREEZE0021	Sembra che ci sia un corpo intrappolato sotto quella membrana. Spero per il suo bene che sia già morto.
; Touch trapped corpse
FREEZE0022	Di cosa è fatto? Non sembrerebbe plastica.
; Axe trapped corpse
FREEZE0023	Neanche l’ascia potrebbe romperlo. Non ha senso.

; Use scalpel on meat
FREEZE0024	Il bisturi non lo scalfirebbe neanche. Non riesco a capire di cosa sia fatta questa membrana.

; //////////////////////////////////////////////////////////////////////
; 19-26 - NORMAL STATION ROOMS
; //////////////////////////////////////////////////////////////////////

; Room regions
NORMAL0001	Porta
NORMAL0002	Ventola
NORMAL0018	Passaggio
NORMAL0005	Doccia
NORMAL0009	Console
NORMAL0013	Botola
NORMAL0017	Capsula di salvataggio

; Look at fan
NORMAL0003	Ho scaraventato il Dr. Goodwin nella ventola. Non credo nemmeno che fosse necessario, ma ero sicura che fosse sul punto di scoprirmi. Continuava a chiedere al Comandante di disfarsi dell’artefatto.
; Touch fan
NORMAL0004	Dopo ciò che ho fatto a Goodwin, sarei una pazza ad avvicinarmi così.

; Look at shower #1
NORMAL0006	Il Comandante Trend mi ha lasciato poche possibilità di scelta. Eravamo solo io, lui e Arthur, a quel punto. Non si fidava di quella spia, ma non ha mai creduto che lui potesse essere il killer.
; Look at shower #2
NORMAL0007	Penso l’abbia capito guardandomi negli occhi... Così io ho preso i suoi.
; Touch shower
NORMAL0008	Non voglio guardare là dentro.

; Look at console #1
NORMAL0010	Dick Lee è stato il primo. Era il mio assistente ricercatore. Si era convinto che l’artefatto era troppo pericoloso per lavorarci noi da soli.
; Look at console #2
NORMAL0011	Stavamo discutendo animosamente perché lui voleva a tutti i costi un team di supporto. Gli ho detto che potevamo farcela da soli. Io non intendevo… Sapevo che non avrebbero mai capito.

; Touch shower
NORMAL0012	Non potrei mai osservare i suoi resti, ammesso che siano ancora là dentro.

; Look at floor panel #1
NORMAL0014	Wyles stava controllando le registrazioni video quando mi sono occupata di lui. Da come si comportava era evidente che aveva scoperto il corpo di Dick nella console di navigazione.
; Look at floor panel #2
NORMAL0015	Quello con Dick era stato un incidente, così mi resi conto che le cose mi stavano sfuggendo di mano. Ormai ero troppo coinvolta. Tutto ciò a cui riuscivo a pensare era il dannato artefatto.
; Touch floor panel
NORMAL0016	È troppo tardi ora. Non voglio vedere cosa c’è là sotto.

; //////////////////////////////////////////////////////////////////////
; 27 - STORE ROOM (MES)
; //////////////////////////////////////////////////////////////////////

; Room regions
STOMES0001	Sinistra
STOMES0002	Esplosivo
STOMES0003	Porta
STOMES0004	Console MES
STOMES0005	Esci

; Look at console
STOMES0006	LA CONSOLE MES NELLA QUALE STO GIOCANDO.
; Use console
STOMES0007	NON ARRIVO A SPEGNERLA.

; Look at explosive
STOMES0008	SONO ESPLOSIVI... SEMBRANO PERICOLOSI.
; Use explosive
STOMES0009	NON POSSO TRASPORTARE ALTRI OGGETTI.

; Walk to freezer door
STOMES0010	LA PORTA È CHIUSA.
; Look at freezer door
STOMES0011	È LA PORTA DEL FREEZER.
; Use freezer door
STOMES0012	NON RIESCO A VEDERE LA MANIGLIA, È TROPPO PIXELLOSA!

; Try to leave room
STOMES0013	LA SCHERMATA NON VUOLE SCORRERE. SEMBRA CHE IO SIA INTRAPPOLATA QUI! DEVO TROVARE UN ALTRO MODO PER FINIRE IL GIOCO.

; On entering MES room
STOMES0014	Cosa diavolo sta succedendo? Non dirmi che questo è l’interno del gioco!

; //////////////////////////////////////////////////////////////////////
; 28 - DEBUG ROOM
; //////////////////////////////////////////////////////////////////////

; Room Regions
DEBUGR0001	Sequenza del corridoio
DEBUGR0002	Stanza di navigazione insanguinata
DEBUGR0003	Inizio gioco
DEBUGR0004	Pannello del droide
DEBUGR0005	Camera bianca
DEBUGR0006	Testa nella doccia
DEBUGR0007	Cella frigorifera
DEBUGR0008	Infermeria
DEBUGR0009	Stazione normale
DEBUGR0010	Stanza di debug

; Warning message
DEBUGR0011	Benvenuto nella stanza di debug di “The White Chamber”. Questa stanza è rimasta per darti la possibilità di dare un’occhiata al processo di sviluppo.
DEBUGR0012	Giocare da questa stanza non è consigliato. È intesa solo per testare sezioni particolari del gioco.

; //////////////////////////////////////////////////////////////////////
; 29 - COMEDY ENDING
; //////////////////////////////////////////////////////////////////////

; Okay this is going to be quite difficult to translate into any language.
; The comedy ending is meant to be surrealist humor and makes very little sense in English
; so I don't know how well it will go into other languages. So just do your best really.

; All the character shout surprise to reveal the whole game has been a surprise birthday prank
COMEDY0001	SORPRESA!!!                 
; The doctor is explaining it's been a well planned party
COMEDY0002	Stavamo organizzando questa festa a sorpresa in gran segreto.
; The captain is meant to sound very dumb
COMEDY0003	Oh Oh... Beh mi piacciono le candele. Oh oh oh...
; This character is very excitable. Meant to be a bit like Beavis and Butthead
COMEDY0004	Sì! Sì! Candele!
; The doctor is talking about cutting the cake in very overly scientific manner.
COMEDY0005	Mi sono procurato un goniometro con cui distribuire scientificamente la torta.
; This character talks in bad japanese accent and only talks about Japan
COMEDY0006	Come ninja giapponese.
; Again the captain makes a dumb comment
COMEDY0007	Non sono mai stato in Giappone. Oh oh oh oh oh…
; The excitable guy is eager for food
COMEDY0008	Fammi una sega! Taglia la torta! Taglia la torta fottuto testicolo!
; Another pointless japanese comment
COMEDY0009	Come samurai giapponese.
; The dumb captain is sad about no one attending his birthday.
COMEDY0010	È una vergogna che nessuno si sia fatto vivo per il mio compleanno. Oh oh oooooh…
; The doctor says this is because his birthday couldn't be divided by the mathematical value pi
COMEDY0011	Beh, mio caro babbeo, questo perchè il tuo compleanno ricade in un giorno che non è un numero primo.
; This all ends on a bad pun. The excitable guy assumes the doctor was talking about pie (instead of pi)
; and comments it's a cake not a pie.
COMEDY0012	Non è un fottuto primo questo! È un fottuto dolce! Testa di cazzo! Rompicoglioni!

; //////////////////////////////////////////////////////////////////////
; 30 - ENDING SCREEN
; //////////////////////////////////////////////////////////////////////

; Interface message
ENDING0001	Grazie per aver giocato...
ENDING0002	Esci
ENDING0003	Abbandona il gioco...

; Ending descriptions
ENDING0004	Hai patito il finale “dannato”.
ENDING0005	Ti sei guadagnato il finale “redento”.
ENDING0006	Hai sofferto il finale “torturato”.
ENDING0007	Sei stato imbarazzato dal finale “farsesco”.
ENDING0008	Sei in attesa del finale “decomposto”.
ENDING0009	Hai inalato il finale “venefico”.
ENDING0010	Sei stato risucchiato nel finale “spaziale”.
ENDING0011	Non hai potuto evitare il finale “elettroshockante”.

; Easter eggs
ENDING0012	Prova ad inserire il codice per il droide, prima di avere l’appunto.
ENDING0013	Prova ad usare la console MES per tre volte.
ENDING0014	Prova a premere il tasto HOME, per accedere alla camera di debug degli sviluppatori.
ENDING0015	Prova a premere F10 e F11 per ottenere un’interfaccia alternativa per il tasto destro.

; //////////////////////////////////////////////////////////////////////
; A1 - ITEM TEXT
; //////////////////////////////////////////////////////////////////////

; Looks at axe
ANITEM0001	È un’ascia affilata. Potrebbe rivelarsi utile.
; Touch axe
ANITEM0002	Potrei ferirmi da sola. Devo stare attenta!

; Look at batteries
ANITEM0003	Batterie per uso industriale. Molto potenti. Dovrei saperlo.
; Touch batteries
ANITEM0004	Ho già avuto abbastanza scariche da queste.

; Look at blanket
ANITEM0005	Una morbida coperta.
; Touch blanket
ANITEM0006	È soffice e morbida. Ma ha un cattivo odore...

; Look at brown envelope
ANITEM0007	C’è qualcosa nella busta.
; Open brown envelope
ANITEM0008	C’era una videocassetta al suo interno.

; Look at video disc
ANITEM0009	È un videodisco standard, pre-registrato. “Dischi Microcosm? Solo il meglio per te”.
; Use video disc
ANITEM0010	Avrò bisogno di un monitor adeguato per guardarlo.

; Look at Dr Salt
ANITEM0011	È una lattina rossastra di bibita gasata.
; Use Dr Salt
ANITEM0012	Potrei berla, se non fosse che puzza come pesce andato a male.

; Look at explosive
ANITEM0013	È indicato come esplosivo ad alto potenziale.
; Use explosive
ANITEM0014	Giocando col fuoco, ci si brucia. Giocando con questo…non voglio neanche pensarci.

; Look at extinguisher
ANITEM0015	Un pesante estintore.
; Use extinguisher
ANITEM0016	Non c’è del fuoco da queste parti, quindi non voglio sprecarlo.

; Look at eyes
ANITEM0017	Una coppia di bulbi oculari. Uno sguardo molto intenso.
; Use eyes
ANITEM0018	Mi basta la paura di toccare i miei stessi occhi.

; Look at head
ANITEM0019	Una testa mozzata. Gli occhi sembrano essere stati asportati.
; Use head
ANITEM0020	Sembra sia ancora bagnata per la doccia, e che puzza…

; Look at ID card
ANITEM0021	È una tessera di identificazione per gli scanner di sicurezza.

; Use ID card
ANITEM0022	Non posso combinarci molto senza un sequenziatore di DNA.

; Look at laser cutter
ANITEM0023	È un laser da taglio, ma non credo sia funzionante.
; Use laser cutter
ANITEM0024	Lo scomparto per le batterie è vuoto.

; Look at left arm
ANITEM0025	Un braccio mozzato...Bene!
; Use left arm
ANITEM0026	Non posso farci molto.

; Look at leg
ANITEM0027	La gamba che ho asportato nella cella frigorifera.
; Use leg
ANITEM0028	È ancora un po’ fredda.

; Look at mirror
ANITEM0029	Uno specchio lucido.

; Use mirror
ANITEM0030	Sembra perfetto, ma non voglio rischiare di graffiarlo. 

; Look at note
; IMPORTANT NOTE: In English the first letters of the words Patience While You Grill Bacon Rind
; correspond to Purple White Yellow Green Blue Red on the droid control computer. You will need
; a nonsensical message that has words starting with the same letter as the words for those
; colours in your language for the riddle to work. I'm not sure how best to handle this in pictorial
; languages like Chinese/Japanese.
ANITEM0031	È l’appunto che ho trovato. Dice, “Poesie e Ballate Galattiche Vogon Amiamo Recitare”. È piuttosto bizzarro. Chissà cosa vuol dire.

; Use note
ANITEM0032	Potrei farne un ottimo aereoplanino, ma potrebbe servirmi più tardi.

; Look at override key
ANITEM0033	È una chiave di sblocco.
; Use override key
ANITEM0034	Devo trovare dove poterla usare.

; Look at right arm
ANITEM0035	Un braccio umano.
; Use right arm
ANITEM0036	È leggermente spugnoso.

; Look at sample dish
ANITEM0037	Un tampone di coltura in un disco sottovuoto. Sull’etichetta c’è scritto, “Comandante Trend”. Sembra che queste cose siano difficili da trovare.
; Use sample dish
ANITEM0038	Non voglio aprirlo e rischiare di alterare il campione.

; Look at scalpel
ANITEM0039	È un bisturi arrugginito e senza filo.
; Use scalpel
ANITEM0040	Non è molto affilato, ma devo stare ugualmente attenta. Chissà per cosa è stato usato l’ultima volta.

; Look at steel box
ANITEM0041	Un contenitore metallico che sembra essere stato saldato.
; Use steel box
ANITEM0042	Non riesco ad aprirlo. Chissà cosa c’è dentro.
; Use scalpel on steel box
ANITEM0043	Dannazione! Sembra blindato. Neanche l’ascia riuscirebbe a rompere un contenitore del genere. 
; Use axe on steel box
ANITEM0044	È saldato. È più probabile che si rompa il bisturi che il contenitore.
; Use fire extinguisher on steel box
ANITEM0045	Non sta andando a fuoco, è semplicemente sigillata. Non avrebbe senso.

; Look at torso
ANITEM0046	È un torso umano intero. Persino io sono sorpresa di portare una cosa del genere.
; Use torso
ANITEM0047	Non c’è nulla che abbia voglia di fare con questo.

; Look at VCR tape
ANITEM0048	Una videocassetta senza etichetta.
; Use VCR tape
ANITEM0049	Avrò bisogno di un vecchio videoregistratore per guardarla.

; //////////////////////////////////////////////////////////////////////
; A2 - ITEM NAMES
; //////////////////////////////////////////////////////////////////////

; Names of game items
ITEMIS0001	Ascia
ITEMIS0002	Esplosivo
ITEMIS0003	Estintore
ITEMIS0004	Tessera di identificazione
ITEMIS0005	Chiave di sblocco
ITEMIS0006	Batterie
ITEMIS0007	Coperta
ITEMIS0008	Busta
ITEMIS0009	Videodisco #1
ITEMIS0010	Videodisco #2
ITEMIS0011	Videodisco #3
ITEMIS0012	Bibita
ITEMIS0013	Occhi
ITEMIS0014	Testa
ITEMIS0015	Laser da taglio
ITEMIS0016	Braccio destro
ITEMIS0017	Gamba
ITEMIS0018	Specchio
ITEMIS0019	Appunto
ITEMIS0020	Braccio sinistro
ITEMIS0021	Tampone di coltura
ITEMIS0022	Bisturi
ITEMIS0023	Contenitore di acciaio
ITEMIS0024	Busto
ITEMIS0025	Videocassetta

; //////////////////////////////////////////////////////////////////////
; A3 - MISSED WORDS
; //////////////////////////////////////////////////////////////////////

; Text for the analyser in the computer room
EXTRAS0001	Pannello
EXTRAS0002	Filo
EXTRAS0003	Esci
EXTRAS0004	Analizzatore
